SquareFeet,Bedrooms,LocationRating,Price_USD
1436.5,5,4,498870
1803.2,1,5,552898
1065.3,5,2,310178
1142.2,3,1,266633
1954.4,5,5,690174
817.3,2,3,240927
996.4,6,3,358633
762.0,3,2,225357
1136.5,4,5,453185
1326.5,3,4,428406
1368.4,5,3,428861
1387.6,6,1,364908
1880.6,1,3,468512
1414.5,1,4,370571
1096.0,1,5,328355
907.3,4,3,294342
1313.2,1,2,267805
2461.2,1,4,646482
1629.6,2,1,256300
2353.2,5,3,584957
460.5,2,5,170234
1027.1,5,2,309668
587.9,6,3,239715
1433.8,3,5,497335
1730.9,2,2,416336
1963.9,4,1,407472
1869.6,1,3,449389
1977.8,4,4,599586
1385.0,3,3,389129
1219.8,1,3,251539
1033.7,3,4,373444
2279.1,4,1,453810
1890.3,6,5,708674
1305.8,1,4,358373
1525.8,4,2,356911
2011.9,2,1,362030
1149.5,1,3,337845
1633.3,6,5,600154
1404.5,3,1,303902
2135.8,5,1,500982
1345.3,6,4,462158
1847.0,6,5,719457
1006.8,6,2,334063
950.4,3,1,265787
887.8,4,2,306745
1989.3,4,2,460634
1823.3,4,4,482013
2167.2,5,3,510848
1816.6,2,4,495226
1565.7,2,3,365683
1362.6,2,1,272378
2013.8,1,1,391514
1812.7,3,5,553594
1100.0,3,4,343445
1218.4,3,2,257861
1582.3,5,1,318871
1507.8,3,4,466459
1896.7,6,5,704108
1838.8,2,3,393367
1118.2,1,5,375761
960.0,5,2,223099
676.3,5,1,198941
1499.8,4,5,571020
2404.1,6,2,538294
1395.8,4,2,361201
1489.7,5,4,498788
1628.5,2,5,505334
1508.6,3,1,307691
891.6,1,5,276881
1155.4,5,5,497568
1374.9,3,3,345802
2287.4,6,5,779734
2101.5,4,4,575330
928.4,3,3,341948
2169.5,4,4,656386
2372.1,3,5,751598
1722.2,1,1,328003
1198.5,6,2,389479
1533.6,1,3,338143
2284.8,5,4,638437
935.2,4,3,326540
1293.7,5,5,559807
1701.7,6,1,383977
1325.0,6,1,347569
657.4,2,5,282554
922.5,5,5,419494
815.0,4,2,260363
1277.6,4,2,328909
2401.0,1,5,631839
2192.6,3,4,596205
1518.0,2,2,358990
1823.9,3,1,384155
1588.1,1,1,289519
1404.0,6,1,377261
1518.8,2,3,373863
1338.9,4,5,507549
864.0,4,4,306972
1515.1,3,1,311301
1100.2,2,4,336914
1241.4,2,1,261904
1730.0,5,1,380446
703.3,5,3,259076
943.9,2,4,237173
1494.6,5,3,397235
907.0,5,4,350829
1177.9,1,2,256804
1926.9,3,2,439990
1359.5,1,3,353606
1122.2,5,4,390058
1891.6,6,3,495384
631.9,3,1,215013
770.7,1,3,216456
810.4,3,4,273242
1158.7,4,2,266470
712.2,1,2,235672
2419.7,4,5,773449
400.0,2,3,161620
1705.9,3,1,328436
1294.1,5,2,325690
1528.5,4,4,502598
1212.2,3,3,320794
1382.1,1,3,312188
1000.9,6,4,398778
2090.2,3,5,668237
839.7,5,1,270488
1418.1,1,2,300180
2693.1,1,5,787510
1891.3,3,4,513580
880.4,4,3,262861
2136.6,5,2,481259
1656.1,1,3,361830
1271.6,4,2,372392
1897.7,6,3,513683
2160.4,6,2,512936
1130.4,3,5,435442
1267.3,3,2,329733
1247.2,4,4,380726
1779.3,1,4,454845
1940.8,2,5,539855
1817.8,4,5,635235
1015.3,2,2,265562
2445.0,4,1,503893
1085.6,5,5,507637
1632.5,2,4,461269
1409.8,3,3,373785
972.4,5,3,328955
1621.6,1,5,477989
1537.6,1,5,523066
1851.0,4,1,436417
1481.3,1,3,332256
1616.3,1,5,462553
2403.8,5,4,692582
1407.8,5,1,334951
678.1,2,5,274409
1965.8,3,3,486707
1933.5,6,4,564401
798.3,1,1,166650
887.6,4,2,265246
1247.3,3,4,360170
1037.0,4,1,290664
1323.7,6,2,361665
1349.0,3,4,402007
1450.8,4,2,406102
2135.4,1,1,347927
2547.3,4,2,558107
872.4,1,5,271956
1554.7,5,5,589100
2047.8,1,1,386403
2117.7,4,5,701711
775.0,4,4,278793
1500.8,4,3,386447
1958.9,5,4,576286
1081.1,6,4,390800
1189.2,6,2,363557
1966.6,1,2,387893
1264.3,3,4,393111
1802.8,5,3,475191
2353.2,3,2,538457
1611.1,6,3,495151
1328.4,3,2,321087
1830.1,1,2,389215
1717.8,1,5,542368
1254.2,6,3,399975
1549.4,2,3,361070
1894.2,1,1,366463
1634.6,4,1,353256
1059.7,2,1,190220
1910.0,2,5,583455
1399.1,6,4,516874
1343.6,2,1,280601
686.8,1,2,127798
2178.8,5,3,546726
1774.6,1,1,319966
1306.4,4,3,344448
1817.3,5,3,456833
2059.7,6,1,407306
1943.9,6,2,484273
1331.5,6,5,556502
1026.1,6,1,234207
1221.8,5,2,388955
1679.5,1,5,481061
854.4,5,4,350822
2402.4,5,4,702675
1663.8,5,1,341818
2038.3,1,5,595038
1054.7,6,5,499427
1580.0,5,5,557972
1208.8,2,4,387332
596.9,6,1,154054
1803.2,4,5,617839
2133.6,2,5,666106
2691.6,3,1,498954
1649.9,3,3,439251
1294.0,1,1,237454
1953.3,2,2,419177
1147.2,6,4,451969
1206.6,2,5,378240
1464.7,1,5,463508
1041.2,6,5,457759
1060.7,1,5,362615
2263.2,1,3,478407
1062.2,4,4,390805
1788.4,4,2,338468
1082.1,3,5,377919
1425.3,1,2,354439
1678.9,4,2,417786
1557.9,3,3,375521
1081.4,5,5,428661
1946.6,5,3,504285
1562.2,6,4,519786
648.3,1,3,174912
1956.1,3,5,661985
1537.4,2,3,429213
1419.9,5,2,371716
1629.4,1,2,348715
659.0,6,1,222359
1094.1,4,5,408680
1589.0,2,4,457390
1000.8,6,3,351614
1849.6,5,2,483707
861.1,2,2,203082
1419.6,3,2,338585
2183.6,1,5,602794
1065.5,3,3,303123
1506.0,2,4,428929
1041.8,2,1,212006
727.3,1,4,225781
1807.1,3,1,375673
1474.3,2,1,252919
1535.5,1,5,438002
1648.2,3,2,377424
1082.8,5,4,379887
895.4,1,3,255874
1592.1,1,4,428659
2239.9,1,1,410123
1659.1,3,4,494267
792.9,4,1,237305
2969.4,1,5,827804
882.1,2,2,239035
584.2,1,3,211718
2379.9,5,3,622459
1093.4,5,3,340099
1252.4,4,2,278858
2079.9,3,4,537974
2334.0,3,5,734721
1409.2,6,5,545674
1870.6,6,4,562248
2405.9,4,5,795695
909.5,2,4,315976
1644.9,3,3,391420
1307.4,4,1,341846
895.4,5,4,336710
1965.3,3,5,639452
2098.2,5,4,578621
1820.1,1,5,565998
1787.9,3,3,406365
1362.1,3,3,323610
1660.3,3,2,387142
1780.0,5,3,444336
2672.2,4,3,637137
692.8,6,3,254388
1195.7,3,2,323085
1404.2,4,2,374872
1739.5,5,2,411789
2244.2,1,2,468630
2011.2,1,4,493084
1354.0,3,2,347701
1822.0,6,5,678533
1442.8,2,2,356953
1627.7,4,1,339027
2016.4,3,1,399588
400.0,3,3,181723
1365.3,6,1,383939
1012.2,5,5,439827
1059.3,6,4,386057
1194.0,1,3,245340
564.5,3,4,224509
2141.7,6,1,470471
2776.4,6,1,520683
1596.2,3,3,408845
2308.7,1,2,483011
1173.0,1,5,340682
2166.4,6,3,563608
1269.2,5,4,378033
1214.4,5,4,409853
1582.1,6,3,447987
2408.0,6,5,849483
2079.4,5,3,539657
2235.9,3,5,717024
787.3,5,1,255520
952.0,4,2,328720
1257.8,3,1,282431
2242.5,6,2,517085
1849.4,5,2,429336
609.0,4,2,220759
1362.4,1,5,438381
1165.9,2,5,406886
1433.1,5,3,398059
2636.6,5,2,630230
1404.6,6,2,388617
1302.0,2,4,352678
912.8,1,1,224086
1920.3,2,2,457808
1438.7,5,5,589894
1071.6,1,3,232926
1825.7,5,3,538852
1318.9,1,3,301037
1395.7,6,5,547011
987.8,3,4,335454
535.7,3,2,172536
1904.2,5,4,563315
1702.0,1,4,431433
1651.9,5,3,462212
1427.7,4,1,312455
1216.0,4,3,371544
1547.0,4,2,375962
1838.6,6,4,564566
1692.0,3,4,455169
1145.0,2,5,405010
1980.9,5,5,693842
1526.8,2,2,351175
1516.1,1,3,354891
1223.2,5,3,385001
1268.9,6,2,348732
1603.1,5,4,505882
832.2,5,5,431717
1293.6,2,5,440040
1231.9,1,1,269934
1396.5,6,4,453717
1637.7,2,2,347922
801.6,5,4,310495
2342.6,4,2,493435
1482.7,2,1,298159
1786.2,1,3,394572
1970.3,3,4,543269
2415.1,4,1,485024
1581.6,2,1,305413
1048.6,3,4,352134
871.2,2,1,223406
1726.6,6,3,447732
1325.5,6,3,402751
2319.1,3,1,471682
1142.6,4,4,367042
997.8,2,1,259978
968.2,1,4,318060
2673.2,4,5,820217
2302.6,1,2,452024
994.4,6,5,468666
1334.3,3,2,363829
1305.9,5,4,455573
624.5,3,5,292164
1443.1,6,4,503192
1835.5,6,4,597019
1539.2,1,4,407065
1373.4,5,4,459633
1304.5,2,5,431747
1294.9,6,1,332867
1601.0,2,2,349007
2219.8,6,5,814578
1317.8,3,1,306768
1120.6,5,5,466763
1048.0,4,1,310205
2442.1,4,2,495751
2429.1,2,1,443847
1480.5,3,4,439158
1560.9,6,4,521927
1377.1,5,5,547701
944.4,4,4,355836
1489.5,2,4,426581
767.0,5,3,255939
1097.6,5,3,373334
1253.2,5,4,418122
2036.2,3,1,405353
1532.8,3,1,335073
1011.4,5,2,244114
2047.3,4,5,675378
1437.4,3,2,291690
1003.1,5,2,296263
1811.9,3,1,318773
1582.4,3,3,434301
400.0,6,4,248667
1579.2,6,5,594633
1156.6,2,2,327782
1087.1,3,2,274288
1340.6,1,1,280650
584.6,4,2,178110
1380.1,3,2,305988
1634.7,3,2,373883
1083.3,1,1,201660
1352.0,6,4,460730
1520.6,3,4,442229
1733.6,3,1,336401
1807.3,1,4,425373
1189.4,5,2,342794
1362.3,4,4,430607
729.7,3,4,253831
1171.9,4,1,322751
2157.7,1,2,452873
1007.3,1,1,193807
2085.0,6,4,633543
936.2,3,5,307467
1849.5,1,1,317592
1617.6,2,4,452424
2328.5,5,3,629622
400.0,6,2,190730
1099.5,1,5,346293
2332.4,3,4,628914
1549.2,4,3,423601
1772.2,2,1,317330
1076.3,6,5,448895
961.2,1,4,338991
2101.5,4,3,487553
1469.8,6,5,615655
3121.9,4,4,839090
1573.9,2,1,311592
1890.4,3,1,387846
2027.4,6,3,595566
1746.4,1,5,527038
1906.2,3,2,439337
2159.5,2,3,541829
1483.9,3,2,375148
1216.7,5,4,380839
1991.9,5,3,483901
2313.4,4,1,471980
1143.1,1,5,347357
2347.1,2,4,614791
923.0,2,3,263701
1528.0,6,1,415000
737.0,5,1,218297
573.7,6,1,211927
1386.1,6,4,455374
1749.4,4,4,518176
1445.1,4,4,423966
2436.0,5,1,514950
892.7,1,4,250010
1498.4,6,3,440011
1136.4,6,5,515824
1285.2,3,4,393398
1177.8,6,5,527182
1291.6,3,2,299002
1425.6,5,3,433184
864.6,6,1,236595
2015.4,3,3,512708
2107.7,2,2,427763
1563.8,4,1,316388
1404.3,6,2,394325
1362.0,2,4,428994
1976.6,6,4,617184
993.3,2,2,245219
1774.4,5,5,602817
1313.1,4,4,487552
1274.1,4,5,449291
1433.8,3,3,382886
1576.2,1,5,488263
780.9,1,3,203590
1021.6,3,2,281129
1185.0,1,3,307195
1634.8,1,1,260790
581.7,4,2,248161
1959.1,3,4,525896
2267.8,4,3,550129
1091.5,3,5,386601
1503.0,1,2,289720
1994.9,2,2,456641
1454.7,6,5,571913
1350.0,1,5,443039
1946.5,2,1,396886
2120.5,4,2,521009
1217.8,3,4,346628
1196.0,4,1,270640
1731.1,6,1,415880
1182.3,1,1,259938
989.3,2,3,244583
1200.8,6,2,326408
992.1,2,2,260743
850.1,1,1,182151
2301.0,5,5,756867
846.1,1,1,143677
1523.5,5,3,407484
562.8,6,4,313759
2287.9,3,3,572777
1527.2,4,5,572468
2252.1,5,4,632375
1099.6,5,3,377129
2696.1,6,4,811104
913.3,1,2,221740
1778.2,1,1,334500
400.0,2,2,152995
1269.6,5,3,344331
1465.0,3,2,303201
1500.3,5,5,563461
1256.7,4,5,472307
1703.0,6,5,570569
1237.5,2,1,265055
2223.1,5,1,492194
1737.8,4,3,489888
832.4,1,1,186158
1700.9,3,4,474487
1471.2,1,5,483686
400.0,3,4,224628
2260.1,2,1,430056
991.6,2,1,237613
1555.7,4,1,361935
1691.4,6,2,495123
1508.4,5,4,406512
1891.3,5,1,435680
1935.0,4,2,445409
1594.6,5,5,591702
1021.9,2,5,382311
1550.4,4,4,476695
2087.1,6,1,468904
1434.4,1,1,270685
767.7,6,3,317064
2070.6,2,4,558717
1268.0,1,1,224845
1939.6,5,3,528080
1224.6,3,4,399228
1755.7,5,2,442678
1367.6,3,5,508868
1188.5,5,2,331219
1744.3,2,4,450604
1103.2,4,2,303845
629.0,4,2,214227
1859.8,5,3,464456
1209.3,1,1,256643
1641.5,5,4,569262
1621.9,6,1,385765
1839.5,2,3,421325
1949.4,5,4,536146
1742.8,4,4,529359
1809.4,4,4,558350
1954.8,2,3,451349
1229.2,4,4,400600
1190.2,5,4,374384
1797.8,1,5,545432
647.3,5,5,314266
865.4,6,1,278681
664.5,5,3,266855
2053.3,5,5,704617
2042.1,3,1,435584
1911.9,4,4,529311
1522.3,3,2,403259
1273.4,1,3,316609
1385.5,4,1,315789
1690.1,6,1,384172
1847.1,5,3,521085
943.0,5,3,307068
1856.9,1,1,374371
2039.4,1,2,449434
1907.5,1,2,370426
755.8,4,5,357522
1870.3,2,3,405998
1460.6,1,4,415764
2280.2,4,1,471173
1435.9,1,3,333125
2051.1,2,5,582944
2232.0,4,4,644975
1905.9,6,2,480961
1225.7,5,2,313393
1741.3,1,1,332206
1097.2,4,3,365346
1219.8,6,2,396143
2081.4,2,1,390509
1523.8,3,1,292980
1430.5,2,3,381232
2326.1,1,1,385425
2201.5,3,5,672523
961.8,6,3,360634
1555.2,3,5,558223
1304.3,1,2,299682
1380.1,6,3,419705
2025.2,4,2,483342
1840.9,5,3,525680
708.5,2,4,254972
2064.0,3,2,403421
1272.3,1,5,386873
1720.0,5,5,647137
1845.4,3,2,399792
1877.9,6,1,452192
1218.8,4,4,412798
1722.3,3,5,580382
1930.5,1,3,465989
1436.2,5,4,467585
1273.8,6,3,422934
999.6,2,2,242260
2404.0,6,2,580830
903.1,1,4,287185
1038.6,3,5,372034
1619.1,5,5,602669
1005.9,2,3,245692
2402.4,6,4,703918
895.1,3,1,209470
1595.9,1,1,284999
1964.3,1,4,525396
901.7,4,3,291266
1101.6,1,3,335763
1562.0,3,3,403457
1174.6,3,3,311191
1712.6,5,3,491784
1391.7,1,2,311373
1556.1,2,1,336924
1842.7,2,1,347336
1064.9,6,1,288276
1504.2,5,4,495397
1387.1,3,5,480747
1047.8,5,1,307270
1906.9,1,1,324028
672.8,4,1,223602
822.3,1,2,246945
1841.9,2,2,420090
796.3,6,2,305673
2357.1,4,4,659876
767.0,5,5,346554
2259.7,5,2,474190
1956.0,1,2,412304
702.1,6,4,328308
1517.7,3,2,326505
791.7,4,1,263063
1087.6,6,5,472846
1265.1,2,3,326491
466.7,3,5,248343
1141.1,3,5,438681
1377.7,3,1,311611
1380.8,2,3,322249
789.9,1,3,172784
1253.9,4,3,358748
1588.5,6,3,457511
1860.4,5,2,474086
2751.4,3,3,619439
2054.7,4,5,691239
1035.6,6,2,348592
1229.7,1,2,234470
1683.6,1,4,449080
2133.7,2,3,499147
2370.6,1,2,461503
634.4,2,2,139655
1994.4,4,4,518302
854.9,6,1,254177
1358.3,1,1,268395
1987.3,5,2,488311
1082.8,5,2,301215
1259.9,4,4,440778
2460.1,1,2,517717
2306.5,2,5,686924
1729.3,1,1,317980
573.8,4,2,201730
677.4,4,2,227243
1564.1,5,1,372600
1733.0,1,4,490843
1629.7,2,2,333456
982.4,2,1,208862
1470.2,2,5,484682
2015.6,4,4,559073
1418.3,4,4,434203
1043.1,3,5,441168
1541.6,4,5,578184
1737.8,2,3,427627
1319.3,4,4,420998
1652.7,5,1,353683
1409.0,3,5,509463
777.1,4,3,288031
1335.1,3,4,387073
2002.8,4,2,476831
1303.9,5,3,352187
2510.8,2,1,488806
564.4,1,3,137239
1711.5,4,3,474904
1796.9,2,5,587175
946.0,6,4,430200
1474.4,1,5,474833
400.0,6,1,236738
1526.4,2,1,285442
1277.7,2,2,267769
1677.1,5,1,384132
1788.4,1,3,371200
1398.3,4,1,383562
920.4,5,2,319472
819.7,5,4,316153
931.7,5,4,333513
1651.4,1,3,379609
1640.0,1,1,308139
400.0,1,5,135032
2408.8,6,3,631715
1648.0,2,3,404928
1251.3,6,5,576890
1122.7,2,2,277958
1278.6,4,5,508499
2093.9,5,5,736110
1900.0,5,5,683318
1446.9,5,5,534975
2003.3,2,1,358026
1888.3,3,1,390260
1400.6,4,1,308850
2047.1,3,5,632549
2139.4,3,4,591492
2085.1,1,4,502685
1777.5,5,4,587665
1759.4,3,1,347317
1064.8,6,2,262973
529.0,3,1,187029
1632.5,5,2,455136
1382.6,3,5,478526
1304.9,2,4,375344
803.1,6,1,243921
1870.8,1,2,432318
1407.6,4,3,387539
982.7,6,4,363733
1158.3,4,2,294245
956.8,3,3,303043
1339.9,2,3,366699
1492.3,1,5,480290
1738.7,2,3,407373
584.8,5,4,290442
1567.5,4,3,389742
723.8,5,4,305460
1285.6,5,2,330842
1706.9,3,1,411639
1383.1,5,3,391937
468.2,6,5,341339
1261.4,4,4,444486
2279.9,5,3,606685
2013.3,6,1,435276
2720.0,3,1,570549
1532.2,6,3,442067
1136.1,1,4,309556
1296.8,5,2,398835
1579.1,3,4,474089
1347.6,4,1,312352
1850.4,6,5,685422
1769.4,2,1,300910
779.2,4,2,195850
1933.5,3,2,446204
1581.7,3,2,361939
2290.1,1,5,646247
2005.5,2,4,545974
2055.9,3,2,424484
1460.7,2,5,477571
844.0,3,2,219234
2157.9,3,5,705542
1876.1,5,2,450249
2348.6,5,3,622204
1263.2,5,4,423738
1676.5,1,2,325590
1530.0,5,3,435875
1182.3,6,1,341384
679.9,4,4,254454
1337.9,5,1,297886
1107.4,3,4,332825
2132.0,1,5,667934
1682.3,4,1,346843
1257.6,4,5,505868
2101.4,1,1,378574
1954.2,6,4,598580
1588.1,3,3,424658
1506.4,6,4,509978
1033.6,3,5,418973
1617.3,5,4,495859
1435.1,6,2,402200
2107.0,6,5,721909
1741.0,2,4,435475
1356.4,3,2,314078
2165.6,4,5,707162
1230.7,4,3,346044
1302.6,1,2,249392
1573.4,3,1,322574
1837.8,1,5,540905
1730.9,6,4,599840
2435.4,2,4,642963
1817.9,2,5,524682
624.0,5,3,238784
1631.8,1,1,321839
1569.5,5,4,490454
1084.6,4,2,277555
1431.6,2,3,327184
868.5,3,4,301693
1661.0,5,2,463709
1462.7,5,1,321892
1032.3,5,1,304325
1276.8,4,2,342525
2119.4,1,4,522499
1570.3,1,1,309906
1365.2,4,5,465695
1158.5,5,2,345159
1816.5,1,2,370401
1926.4,1,5,570468
1880.6,6,1,429782
1836.4,3,3,479218
2039.2,5,5,685472
1347.5,2,3,283052
1152.1,4,3,279871
1693.3,3,5,554320
1572.1,2,1,370087
1392.2,6,4,475958
1542.4,5,3,473529
2512.6,4,1,480868
1689.3,1,1,335776
1887.7,2,5,572887
795.2,3,5,294979
2106.7,4,4,601979
1542.7,6,1,379494
1587.9,5,4,512864
1393.2,5,4,490573
913.6,6,4,391706
733.8,4,2,266502
1110.8,1,2,280160
3264.2,1,5,920682
2271.7,3,5,669448
1582.5,4,1,336990
1703.5,4,4,523133
2259.0,1,3,503209
1617.4,5,1,413303
555.3,1,5,247706
2143.6,5,3,572375
1534.5,5,1,363294
1617.6,4,1,346346
1490.2,2,1,319613
1396.7,3,1,300815
1905.0,4,1,372499
1580.1,6,4,556994
1619.4,6,3,424027
1080.5,5,2,296987
2668.4,4,2,572121
2165.6,4,2,468174
2014.4,3,1,378834
2306.7,1,4,583313
1582.4,3,2,356793
2019.9,6,3,564025
1933.3,3,5,628592
1580.5,1,4,417306
1473.6,6,1,378165
1503.1,6,4,486519
1608.3,5,5,543671
861.5,5,4,361927
1834.1,5,4,557870
2105.8,1,3,481788
1231.9,3,4,314998
1260.1,1,3,287431
1174.4,4,5,449792
1334.5,6,3,419568
938.8,3,5,392473
1287.8,3,2,299882
2023.7,6,5,675678
974.6,3,1,209855
1409.4,3,1,295279
1877.6,2,1,373672
1699.0,5,5,626105
1803.4,2,1,322244
1777.5,2,5,584498
1608.5,1,2,298926
942.9,2,2,298005
1551.8,2,3,374279
1194.9,3,4,344142
1926.4,5,4,572023
1183.8,6,1,290966
2012.6,4,2,440967
1562.1,1,4,429619
1753.6,5,2,461677
1834.4,6,3,505754
2198.3,5,5,742662
1960.8,1,3,410069
1336.1,3,3,383241
1877.2,2,1,349933
1751.2,6,3,522577
1990.2,2,2,428904
1597.1,1,4,406235
2299.5,2,2,451995
1643.9,4,4,540008
775.5,1,5,284459
1601.5,6,2,425048
1135.7,3,1,285962
1350.5,3,3,364395
1505.1,2,1,293343
1801.9,4,2,389036
1361.9,2,5,418307
2305.4,5,4,689198
1591.9,3,3,392642
1434.5,5,5,524327
2049.8,2,4,561135
1696.6,2,2,362142
837.3,5,5,380400
998.1,2,5,320803
2414.0,2,4,595580
1550.0,1,4,408298
1525.3,2,1,303547
2181.7,5,5,733413
1544.8,4,1,380537
1373.1,2,3,343221
1557.1,3,1,336108
1375.5,2,4,359594
1504.0,2,3,365328
1601.9,1,4,413726
1762.0,4,1,362647
1436.7,3,3,428724
1524.2,3,1,316719
1566.7,6,4,530919
2737.9,1,2,554381
1770.4,2,4,476181
400.0,6,2,208652
1459.0,5,4,497615
896.8,2,5,295092
1366.2,2,3,381385
1386.0,2,2,324183
733.3,1,2,216912
2434.6,1,1,453411
1594.0,6,5,571246
2037.1,6,4,608381
1181.3,6,5,497758
1501.0,1,4,360093
1878.5,3,1,374692
907.2,1,3,201908
2815.5,5,2,618297
2130.1,1,4,516718
1623.1,2,1,316698
1221.3,1,5,417197
1624.5,2,2,338780
436.2,6,1,199336
1704.5,5,1,360771
2260.4,2,2,485524
795.2,1,2,173982
1228.7,5,2,350680
1069.4,1,4,251828
2089.2,4,1,395968
1774.1,4,1,391015
1220.6,4,1,320158
1502.9,6,5,615877
1596.3,6,5,621863
928.4,2,3,239481
975.2,6,3,312731
1269.9,1,3,299375
1068.6,5,3,315810
1449.8,1,1,265382
1108.8,4,4,387276
1587.9,4,3,410724
1475.1,3,5,494782
1824.4,1,4,464173
1647.2,3,5,561722
554.8,6,3,252391
1285.5,3,2,344662
1756.2,2,4,496169
2126.0,2,1,433502
2100.4,6,2,524672
2159.0,6,3,617347
1570.1,3,2,370559
2072.2,5,2,504947
2449.3,2,2,465600
1931.5,1,1,364825
1670.7,1,1,328371
1790.7,5,5,650800
557.9,6,3,282819
1285.0,6,2,376711
400.0,5,5,275104
1471.5,2,3,395981
1075.8,5,5,426803
704.6,2,5,298181
1732.3,2,3,414101
1153.5,1,4,329311
1421.2,4,3,379645
1709.4,4,1,382958
760.3,1,2,159663
1864.0,3,3,450959
1529.4,1,3,361469
1757.2,3,3,419461
1114.8,1,3,299527
2037.7,1,5,626650
1512.3,4,3,396251
1591.3,3,1,350336
1302.9,6,4,451755
778.1,3,2,261564
1539.9,5,5,519763
1806.4,1,3,430005
1412.3,1,3,353430
1027.8,4,3,298824
1294.3,1,3,318999
1776.4,6,4,556392
1913.5,2,3,434937
1973.3,3,1,419801
1997.4,3,3,524864
973.7,6,2,291124
1713.5,2,5,568503
1602.6,2,2,377456
1331.7,1,2,249306
603.8,6,5,341271
1297.3,5,5,488351
2381.5,3,5,745478
1671.9,5,2,402415
1404.1,3,4,420913
1062.9,3,5,421964
1824.6,2,5,583978
2321.8,4,2,503533
1801.6,2,1,374021
903.9,1,1,212693
1020.8,4,3,338619
924.2,2,4,311997
2557.6,4,4,673277
1633.8,2,5,542547
1861.7,3,1,368910
1686.5,1,4,430613
1717.0,4,1,369619
1130.4,5,1,292363
1002.2,1,3,205517
920.7,4,2,279725
1491.9,2,2,337323
1258.3,3,1,284248
1239.5,5,5,461249
1552.3,1,5,453895
676.5,1,4,202171
887.8,4,1,244514
2057.9,1,3,480912
2178.2,4,5,699093
2275.8,4,1,480187
1357.9,4,1,295590
1461.2,4,4,444214
2053.6,3,1,404349
712.3,1,4,207292
1393.7,3,5,493518
1712.8,3,4,472757
1363.3,1,3,334720
2048.3,6,5,736498
1550.3,5,3,406950
890.3,5,3,330174
1300.8,3,4,407262
1050.8,6,2,332605
2024.7,2,1,373351
1903.3,3,2,388599
1877.4,2,3,452977
1874.8,3,3,530054
1952.2,2,1,310961
2661.9,2,1,513662
1375.2,6,2,357905
1508.6,1,5,478252
1507.3,3,4,418140
1641.1,4,1,373348
1665.9,3,3,451920
2277.8,3,1,445852
2270.1,1,1,423030
1625.1,3,5,551910
1948.2,6,3,518711
759.6,1,3,200030
1806.8,3,1,381399
2461.9,3,3,612251
400.0,1,3,117586
1925.4,3,4,550025
1996.2,1,3,439355
1458.7,2,1,311205
1891.7,2,1,383710
1327.4,2,3,332419
2416.9,2,3,561688
2030.2,4,3,477044
1714.2,3,1,367444
866.4,4,1,241545
1181.9,4,1,309224
422.7,5,4,199214
1513.5,6,3,448871
1691.7,4,2,376214
1390.9,2,1,255509
1377.6,2,1,232507
1328.8,3,5,474965
1096.7,3,1,238380
1389.6,2,2,318876
1659.0,6,3,483506
674.4,6,2,269970
2285.4,1,1,429043
1329.3,6,5,579647
1188.0,4,3,345899
1967.0,2,1,369263
2097.8,6,2,486684
2417.6,4,1,495829
2214.8,2,1,398108
862.1,1,5,299281
1727.9,3,3,484340
2000.6,5,1,393730
1943.4,1,4,468968
780.7,5,1,236864
1146.2,4,1,249377
1184.9,2,4,379216
1918.8,1,2,368453
1286.0,6,5,533837
1814.2,6,2,475328
1438.7,5,2,345204
1925.6,5,4,584325
1660.1,3,4,512352
1720.2,5,2,442086
607.3,1,5,218395
1104.5,5,5,479413
1899.3,3,3,410680
1400.7,3,5,472961
1014.9,3,5,348796
819.2,5,1,246276
664.8,6,1,233538
1761.2,2,2,360167
2538.5,3,2,566374
674.8,3,1,134928
1739.3,1,4,491710
1383.0,3,1,324384
1461.7,3,1,314614
1645.0,6,4,528922
770.3,3,1,193393
1573.5,3,3,411271
2414.9,5,1,482400
1676.1,6,4,545467
1600.1,2,5,520817
1608.2,5,1,382497
1454.1,1,3,373879
1936.2,3,4,576805
2131.0,3,5,675429
1399.9,5,1,294979
817.8,4,2,248263
2025.4,6,4,660771
1480.6,2,3,362638
1425.4,5,5,585541
2014.3,3,1,370754
1437.8,1,4,393632
2099.0,5,2,507913
2182.6,5,4,683828
2096.9,4,5,696326
1762.0,1,3,412329
1549.2,1,4,425450
1336.9,1,1,232629
1025.8,1,5,322394
2191.9,1,5,649727
1570.2,3,5,535839
1268.1,5,1,306036
1827.6,1,3,424465
2262.3,3,3,544173
1617.0,5,5,619771
2046.2,2,3,464158
2103.8,4,2,488113
1586.7,4,2,377905
1395.3,1,3,315983
2004.1,3,5,676690
1675.4,4,4,528195
1662.7,1,1,315103
1494.2,3,3,374492
1654.2,5,2,450442
1294.1,1,4,396485
1290.8,4,4,381873
2619.2,6,3,654931
1491.7,6,5,575643
1898.2,1,5,559281
1364.6,1,1,254237
2203.8,6,4,664546
1704.6,2,2,389118
1449.0,5,4,468214
584.5,1,1,127049
1219.8,4,2,318541
1919.2,5,1,424746
427.2,4,2,181271
1081.7,1,1,226055
400.0,5,3,210032
400.0,1,3,117380
1644.2,3,2,387707
871.9,5,1,210280
1664.7,1,5,518007
2058.9,1,2,440843
1365.2,5,3,375037
1492.4,4,4,486347
1187.8,1,4,363671
1646.2,1,5,477479
1505.5,1,3,357453
880.5,1,1,176149
