StudyHours,AttendancePct,PastGrades,FinalExamScore
7.9,92.9,75.1,87.3
3.5,87.1,73.8,75.5
20.7,82.8,59.4,90.5
15.8,83.1,60.3,88.1
6.0,76.9,67.3,71.5
5.6,84.0,64.0,68.2
4.1,80.1,63.5,57.0
6.1,80.1,53.5,68.1
18.2,100.0,63.2,94.2
2.2,77.6,38.6,54.0
12.1,81.3,68.6,89.4
14.8,73.6,55.2,80.0
11.1,100.0,68.1,79.0
16.2,82.7,68.1,100.0
10.4,72.7,68.6,73.1
14.6,86.2,56.5,86.7
5.6,67.3,83.9,79.0
3.0,95.6,40.8,68.8
10.0,70.4,82.0,99.2
10.5,92.1,66.8,83.1
8.2,83.1,54.2,63.2
10.4,87.4,81.2,92.3
13.2,77.0,81.4,94.6
12.7,96.7,55.7,75.6
11.4,81.4,100.0,93.1
8.9,64.5,62.9,73.9
7.3,53.0,54.0,58.7
4.0,88.4,59.4,81.2
10.5,99.8,44.0,79.9
6.0,83.2,50.2,56.7
8.1,83.0,41.8,65.2
8.0,77.4,80.7,71.7
6.4,86.9,64.7,59.7
4.0,88.8,62.7,61.2
12.8,86.9,46.7,83.4
3.8,71.5,56.9,64.0
5.9,68.0,41.4,51.9
19.2,68.6,51.4,70.0
10.4,78.7,52.9,65.1
13.1,75.9,79.2,93.7
7.7,87.1,56.8,78.6
18.9,72.7,84.7,100.0
11.0,87.5,45.9,70.5
12.9,97.4,54.4,74.6
1.9,98.0,70.6,72.4
2.6,95.9,62.6,78.2
13.8,81.3,60.1,97.4
6.7,88.8,67.6,78.3
12.3,85.5,59.8,83.9
7.7,91.7,34.4,70.2
22.6,80.9,33.7,86.8
11.2,82.5,96.2,94.2
9.1,84.7,86.7,75.3
7.7,92.6,77.0,89.4
0.8,100.0,70.3,74.5
13.2,84.8,65.0,81.1
4.6,86.5,73.8,74.5
4.0,85.2,54.3,54.7
11.9,100.0,60.2,77.3
8.2,77.0,80.0,88.2
26.2,74.9,78.5,100.0
12.7,90.2,66.9,85.9
20.1,93.1,58.2,86.5
9.8,77.7,83.6,73.9
15.7,88.4,54.4,72.8
5.3,85.1,70.1,76.7
3.6,83.0,94.5,77.8
18.8,79.5,70.9,91.8
6.6,86.3,65.0,71.6
28.0,64.0,47.8,89.1
11.1,79.3,72.5,75.5
17.9,100.0,50.7,92.1
2.2,86.7,42.6,51.8
11.2,75.8,60.7,69.4
18.7,98.0,59.5,93.9
2.1,96.5,55.9,61.2
3.7,92.3,65.5,61.2
5.9,90.0,68.2,82.9
6.0,79.2,73.3,66.0
17.3,89.5,75.3,93.7
7.6,85.2,83.0,72.5
6.8,89.8,60.9,61.1
7.0,83.4,71.9,88.0
11.7,76.7,37.4,66.0
6.7,96.9,67.8,51.6
8.0,88.4,61.8,85.1
14.1,77.7,43.9,62.5
6.5,85.5,58.7,61.8
3.4,83.8,60.5,71.9
16.5,80.7,71.6,88.1
5.1,72.0,64.7,77.3
12.4,100.0,61.2,76.3
6.5,70.4,51.5,65.7
15.7,73.3,81.3,95.6
8.9,89.2,100.0,100.0
17.8,87.0,63.8,89.0
22.3,85.8,63.9,86.6
2.4,91.0,72.0,53.1
10.0,84.2,45.1,81.9
5.7,89.5,49.6,67.2
14.4,100.0,72.7,88.8
14.8,79.9,77.8,90.8
11.1,83.1,63.4,73.8
17.6,80.3,68.2,90.0
9.3,79.5,59.0,80.6
9.3,73.6,72.8,72.9
13.4,100.0,58.6,72.3
15.1,88.3,61.2,83.9
4.7,74.7,100.0,80.6
17.0,95.1,68.2,89.0
3.1,70.3,58.9,68.2
9.9,94.0,74.8,85.0
5.7,86.3,46.1,66.9
10.4,85.9,46.0,79.4
5.8,94.3,51.9,76.5
12.3,86.3,90.5,94.5
0.7,75.4,60.0,66.2
16.6,73.3,68.6,70.1
6.0,91.0,60.3,59.3
4.3,76.8,81.0,65.5
6.3,77.4,56.9,63.0
5.1,85.6,50.5,58.9
14.1,77.7,71.7,89.0
5.3,85.1,54.7,67.8
7.3,81.4,61.0,65.0
5.3,72.8,63.7,51.0
5.5,80.7,67.8,66.7
5.3,81.1,67.1,84.1
5.0,93.4,36.4,74.4
10.4,100.0,46.4,79.3
6.2,76.4,50.7,63.7
6.5,78.9,72.5,79.9
13.5,70.6,74.9,81.5
1.3,65.2,65.0,50.7
4.0,87.8,43.8,55.7
7.8,82.7,72.8,71.9
4.9,87.3,82.6,82.5
12.7,79.4,75.7,85.3
15.1,77.6,79.8,90.1
16.6,83.3,47.9,95.3
4.8,97.4,59.9,73.2
8.8,81.0,90.7,81.5
13.8,94.0,53.5,70.0
1.6,83.9,66.3,67.2
7.7,95.3,41.3,64.3
13.4,96.6,54.6,78.4
6.7,94.4,46.2,54.3
6.1,87.1,49.3,56.5
21.7,100.0,70.5,100.0
2.8,80.9,75.7,74.9
16.6,72.2,79.7,86.3
10.8,98.0,58.7,73.4
3.1,71.1,62.3,57.2
8.3,78.2,62.0,78.2
18.1,96.3,85.3,91.1
7.4,72.2,84.1,79.5
5.3,85.3,73.3,80.3
9.5,88.1,66.3,77.3
6.8,76.2,65.6,65.6
6.0,72.1,66.8,75.5
8.7,84.8,48.1,64.2
2.2,86.3,66.5,64.9
10.7,83.1,39.5,66.1
6.4,87.7,62.6,70.5
12.2,80.2,60.4,80.0
7.6,87.8,53.5,61.8
13.8,81.8,61.5,73.7
2.6,85.9,90.9,70.0
4.0,51.9,53.0,74.8
3.5,64.3,69.3,44.7
8.8,79.7,74.6,73.0
15.5,100.0,35.6,71.7
16.0,81.7,76.7,87.8
1.4,73.0,54.6,49.4
7.1,86.6,51.6,75.9
3.6,96.8,70.3,72.8
2.2,82.3,70.9,74.4
18.7,86.2,82.7,80.2
11.1,100.0,50.2,68.1
7.8,77.8,49.2,58.7
9.9,97.0,57.4,88.5
3.9,62.3,77.2,75.9
3.8,79.6,60.7,62.6
14.4,80.9,27.6,72.5
15.1,100.0,61.4,73.6
15.9,88.5,60.6,92.0
8.3,86.8,52.0,69.5
8.1,78.6,72.5,77.9
9.5,82.1,68.6,77.0
2.4,84.6,68.6,72.0
14.9,74.2,57.0,78.9
13.0,83.0,54.8,76.2
15.1,82.8,47.9,75.6
20.7,100.0,70.3,95.1
15.8,100.0,79.7,92.2
11.2,100.0,72.2,78.6
32.2,67.7,60.0,100.0
4.4,96.1,63.0,80.9
11.1,84.4,60.3,72.4
8.3,99.7,70.1,71.6
11.5,82.9,67.4,71.7
1.3,71.5,74.0,48.1
7.8,72.8,81.0,79.3
6.6,67.2,62.4,56.2
2.8,82.3,55.0,63.7
10.8,78.8,31.0,62.1
3.2,81.8,76.5,68.4
27.4,84.5,49.8,93.1
4.7,92.8,63.0,70.3
5.1,70.8,61.7,71.1
3.1,80.4,24.8,57.5
12.0,92.7,79.3,79.7
7.8,78.8,80.7,79.4
7.9,89.1,67.7,67.5
4.3,100.0,46.3,65.5
11.9,100.0,63.2,52.1
18.7,79.2,72.7,82.2
4.7,90.2,56.6,77.2
9.8,77.5,89.7,59.2
3.9,82.0,65.9,80.8
6.7,74.5,85.8,85.2
10.8,95.5,51.5,77.0
6.2,84.9,81.8,89.7
12.6,86.1,74.9,74.0
3.5,76.8,55.3,52.9
8.3,74.9,66.2,73.2
10.1,96.4,75.5,78.8
1.9,94.5,47.2,47.8
4.5,80.8,35.6,65.8
4.4,100.0,44.1,65.4
10.2,86.8,58.7,71.1
2.5,72.5,61.5,63.8
10.0,72.8,59.0,69.6
5.6,84.1,46.0,66.0
9.9,66.3,80.6,78.8
5.5,83.1,75.7,59.5
12.4,93.7,73.6,91.5
11.2,72.8,62.7,69.9
9.5,66.2,86.8,76.6
5.2,80.3,71.5,73.0
7.3,100.0,46.0,67.2
3.2,88.7,76.5,60.6
6.7,81.9,54.0,70.6
7.3,87.9,39.3,68.8
8.6,97.6,89.4,79.0
13.1,94.6,58.9,71.7
5.4,78.9,47.6,53.4
10.9,69.4,69.2,79.5
3.1,100.0,71.5,67.4
10.2,100.0,58.0,79.4
12.7,74.5,40.3,82.2
7.2,81.4,54.2,68.2
6.7,88.7,73.8,75.1
12.0,88.3,82.1,83.1
10.8,79.2,100.0,99.1
13.5,87.6,36.8,74.1
2.5,71.9,65.6,59.2
6.0,86.8,56.6,58.9
23.5,87.4,66.2,85.9
6.2,94.6,40.5,69.5
9.2,74.8,72.3,73.4
11.2,76.7,61.2,78.9
6.1,98.6,72.0,69.3
6.6,91.9,22.1,70.9
12.8,100.0,74.0,83.5
12.0,100.0,40.0,69.0
2.4,65.9,67.6,66.4
3.9,93.9,95.1,89.6
5.7,81.4,39.9,48.5
8.6,88.3,61.7,61.4
3.6,95.2,61.0,68.8
3.2,64.9,64.9,60.3
6.8,86.0,43.4,65.4
3.2,99.4,60.8,77.6
5.2,90.7,71.7,82.1
4.4,100.0,70.7,67.7
14.4,72.8,50.5,84.4
5.3,86.7,43.8,60.0
9.7,74.0,66.9,68.5
2.5,75.8,67.7,67.4
4.3,88.9,81.7,82.4
3.6,84.0,76.4,72.8
10.7,83.4,90.3,94.2
7.9,97.7,59.0,72.3
6.2,85.6,61.6,85.9
3.1,96.5,61.2,64.3
3.3,81.3,51.1,63.6
9.3,72.5,80.3,78.3
13.9,87.1,79.1,90.8
7.2,92.1,62.5,66.3
9.7,93.4,82.6,88.4
5.0,86.3,57.4,81.2
14.1,88.7,52.9,65.1
12.5,66.7,87.4,87.0
7.4,89.9,73.2,76.7
5.4,96.8,81.0,89.6
2.9,98.8,67.7,83.8
10.6,84.1,67.5,77.0
4.3,73.3,77.8,70.1
3.9,85.0,59.7,79.9
9.9,66.5,70.3,88.4
7.0,100.0,93.8,100.0
14.0,98.2,71.1,84.2
9.1,87.9,40.3,61.1
18.1,76.0,61.8,93.9
5.4,79.0,59.7,73.0
8.2,95.3,62.3,77.1
2.9,84.8,59.8,74.9
4.6,100.0,73.1,67.8
3.6,87.8,51.1,57.4
10.8,74.7,64.0,71.7
8.0,87.6,67.5,79.4
6.0,89.6,100.0,95.1
13.0,80.6,68.8,84.0
5.1,96.6,48.5,56.7
16.8,96.7,46.0,90.8
9.4,87.6,77.8,84.3
10.8,83.0,90.6,87.8
4.3,91.5,43.6,52.9
4.9,82.8,74.0,66.0
10.9,88.8,49.2,68.1
5.3,93.8,63.7,81.7
2.4,77.3,84.3,79.2
4.9,96.2,62.9,62.8
5.9,84.7,57.4,75.4
7.4,80.9,100.0,88.8
11.0,100.0,94.0,88.2
10.1,91.9,64.7,79.9
2.1,61.2,67.5,69.9
4.1,87.8,59.1,55.8
7.7,81.8,72.0,76.3
6.7,80.6,44.2,54.9
13.2,87.8,77.2,91.7
16.4,72.1,31.5,57.9
10.2,84.5,78.9,79.5
7.5,70.6,69.7,65.9
9.6,82.4,46.0,66.6
13.5,69.8,84.0,82.3
16.1,91.9,56.6,92.4
5.0,67.4,82.4,62.8
4.1,93.1,35.2,64.5
14.7,81.7,46.3,77.5
10.5,79.3,51.1,75.3
2.0,84.2,63.9,49.7
14.1,81.2,68.7,84.0
23.0,89.7,68.9,100.0
9.5,87.7,41.9,70.1
8.3,93.8,50.8,73.7
8.7,90.5,54.3,73.5
8.2,86.2,39.1,67.7
7.1,80.4,60.9,59.3
17.5,100.0,45.9,80.1
11.3,100.0,56.9,67.5
6.4,80.9,63.3,49.3
15.0,85.3,68.3,86.0
16.2,66.4,59.6,76.3
3.3,89.3,62.5,66.9
10.0,85.8,64.5,78.0
22.3,87.0,68.1,88.2
4.2,75.4,12.9,29.1
4.7,85.6,55.0,62.6
1.4,100.0,75.0,67.9
1.5,87.8,37.5,64.2
14.8,78.7,81.4,80.0
14.9,83.0,66.5,90.4
8.5,80.8,68.6,66.4
7.0,87.8,73.7,71.9
11.3,81.8,71.6,74.2
8.0,99.9,78.8,71.8
6.3,89.4,75.0,68.2
9.7,81.7,54.1,74.9
5.9,77.0,56.3,67.0
4.5,72.2,84.1,74.4
24.9,90.4,76.5,100.0
12.2,84.8,80.9,90.6
9.8,99.8,55.7,76.7
3.3,71.4,53.3,55.4
12.1,99.4,71.0,84.2
5.9,93.4,68.6,56.3
8.8,77.9,78.0,73.7
17.7,91.2,75.8,91.0
7.0,91.5,61.7,67.7
4.5,95.5,95.8,75.9
7.4,100.0,69.8,82.0
22.4,94.4,70.0,87.1
11.6,90.9,27.0,63.8
20.3,88.9,59.4,92.3
3.7,96.2,35.5,48.1
3.6,83.3,37.2,45.6
2.4,92.0,71.1,68.4
2.2,87.1,67.0,58.6
6.8,84.3,77.7,63.9
7.6,81.7,81.6,77.4
5.9,79.0,68.4,68.4
4.8,87.9,77.9,74.0
24.6,87.1,64.8,100.0
4.7,83.9,87.4,82.5
6.6,86.3,67.9,66.7
4.9,89.9,79.8,69.7
11.2,76.1,76.8,72.3
15.4,91.5,62.9,89.7
6.7,85.3,76.0,79.2
5.1,99.8,64.4,76.5
7.2,78.6,79.8,79.7
13.6,88.9,66.2,86.6
7.1,90.9,48.6,67.4
9.2,83.6,66.6,89.5
12.5,91.4,67.1,78.8
5.4,71.9,74.4,62.9
3.5,92.7,69.3,57.7
10.5,84.7,69.0,76.6
11.8,95.1,100.0,91.8
17.5,86.2,66.6,93.5
9.8,82.4,24.0,49.9
5.7,81.6,59.4,73.7
3.6,94.0,65.4,71.5
10.8,91.8,74.6,75.9
11.3,76.1,70.3,82.1
15.2,82.0,67.3,94.7
15.9,85.1,67.9,78.1
5.5,96.1,50.9,76.5
8.8,79.2,53.3,70.6
6.4,92.4,89.5,91.4
14.4,85.8,61.0,81.1
12.4,99.6,71.9,84.1
8.7,65.2,74.6,76.3
3.6,80.4,67.8,58.8
9.6,87.7,67.3,79.1
4.7,87.6,64.7,67.0
13.6,78.6,39.8,62.8
27.3,73.2,77.8,88.7
4.8,83.4,61.6,57.0
10.4,88.1,65.8,72.7
19.1,64.1,63.0,86.9
11.9,77.8,86.6,76.9
2.0,75.9,50.7,51.3
15.6,97.5,60.1,68.9
18.9,88.4,69.5,89.0
1.9,83.4,80.0,53.5
7.0,94.4,61.0,80.5
3.9,76.2,60.7,60.6
4.3,59.4,75.4,68.3
4.7,88.5,71.2,66.8
14.3,94.7,77.2,100.0
20.2,73.6,55.0,70.5
9.5,64.7,63.1,75.8
15.8,100.0,63.5,88.5
14.3,81.8,89.4,91.3
5.8,98.3,88.9,76.1
9.5,82.6,60.6,73.7
6.7,87.2,37.4,68.2
15.0,83.8,35.9,62.3
9.2,69.9,63.3,58.9
5.1,69.2,55.8,70.2
4.8,65.4,86.5,70.2
9.9,100.0,83.4,73.6
13.4,86.1,92.6,84.9
10.4,87.7,71.7,73.3
3.7,72.2,28.9,49.3
12.1,69.6,58.3,62.6
8.2,74.1,46.5,64.8
6.6,86.7,77.0,81.3
11.2,72.6,51.0,71.2
2.6,86.3,71.7,68.5
2.2,85.6,59.5,66.7
9.7,78.4,56.5,67.4
11.7,91.2,96.8,94.3
6.4,91.9,67.6,68.3
6.0,81.4,59.0,51.1
5.6,89.4,58.2,65.8
7.6,88.5,67.7,77.6
12.8,69.5,82.9,86.6
12.3,91.7,96.2,98.8
15.5,91.4,59.3,71.7
6.2,74.5,55.7,67.6
5.2,87.2,77.6,86.7
4.7,81.6,69.4,62.7
19.5,68.7,50.1,73.8
7.3,81.5,40.3,72.0
4.5,79.1,46.2,61.2
8.6,86.2,58.3,80.2
18.7,73.0,86.2,90.6
2.7,91.2,42.3,69.4
20.0,87.8,68.6,92.2
9.1,87.0,70.3,72.2
12.6,100.0,80.7,78.2
4.8,84.0,47.9,45.1
4.0,77.6,54.9,70.2
14.9,72.3,72.1,75.8
9.0,93.6,78.8,88.2
3.8,77.5,66.2,75.3
1.5,81.1,68.8,70.5
9.9,80.3,75.7,73.8
19.0,78.1,38.8,65.0
4.7,86.9,56.8,70.2
3.6,88.6,52.9,67.7
2.1,80.5,66.0,73.9
18.5,100.0,44.9,73.0
8.9,90.3,56.9,78.0
6.5,83.3,60.7,80.9
21.5,82.9,66.3,89.8
1.8,80.8,79.0,81.4
8.5,76.4,100.0,86.1
5.5,96.8,67.6,73.8
2.2,95.1,48.4,47.1
12.9,93.4,70.5,90.3
5.4,80.1,63.8,66.7
17.7,81.8,71.3,97.9
6.8,69.7,67.0,73.9
7.5,72.2,50.7,64.3
8.3,100.0,73.0,87.5
15.6,86.7,80.5,77.2
9.7,87.6,69.8,76.9
14.4,82.6,79.9,75.1
11.4,87.6,66.8,88.2
5.5,75.3,49.6,57.4
10.4,90.8,69.7,81.8
4.7,83.9,65.0,82.6
12.2,96.4,67.8,86.9
12.4,81.6,61.6,83.3
12.8,85.1,61.7,68.4
3.1,96.1,72.7,76.4
2.4,77.4,80.3,63.4
6.9,85.4,41.2,41.0
12.6,88.7,71.7,76.8
7.2,83.0,87.6,85.5
10.9,97.0,77.4,70.8
19.6,75.9,65.7,92.3
4.5,76.2,65.3,69.4
19.8,100.0,64.1,100.0
10.3,85.3,88.9,94.2
10.8,88.8,63.8,74.6
10.9,71.7,52.2,66.0
19.3,88.6,65.4,87.9
7.0,85.2,52.0,72.8
4.1,92.3,75.5,73.5
19.2,75.7,51.3,81.5
4.4,98.0,94.2,89.4
6.8,96.6,78.7,63.5
10.4,86.0,47.2,72.4
6.5,87.0,65.5,77.0
6.2,66.7,44.7,45.1
5.0,95.0,59.9,77.8
23.3,86.3,86.9,100.0
10.5,90.6,42.2,64.2
16.6,93.2,47.3,87.2
9.4,90.5,60.1,72.7
14.5,93.5,65.0,100.0
20.1,89.6,63.1,100.0
14.7,76.4,45.9,91.2
8.4,84.6,28.2,50.9
4.8,80.5,81.3,80.6
5.0,93.1,68.2,82.3
14.5,92.2,45.2,66.1
2.7,84.6,61.0,46.2
6.9,100.0,58.3,76.1
8.6,95.8,45.0,59.6
10.4,88.7,54.1,89.2
12.2,85.1,38.5,69.4
6.0,73.8,57.6,63.9
11.1,83.6,61.8,79.0
6.9,73.9,32.3,51.9
11.0,72.4,57.5,64.1
5.0,79.5,61.6,60.3
6.8,70.3,34.7,51.7
6.6,85.0,84.5,79.2
6.0,76.3,79.2,72.8
6.1,77.2,81.0,86.3
19.0,98.6,46.8,90.6
4.6,98.4,83.2,73.1
3.9,76.3,56.0,60.8
4.1,85.2,85.1,65.3
3.6,77.3,62.1,52.9
2.0,100.0,52.3,76.5
7.0,90.1,52.6,58.1
13.4,93.1,83.9,91.6
13.4,88.6,77.7,90.3
14.8,85.4,45.6,71.7
9.4,99.2,61.6,76.3
5.6,69.2,45.6,60.9
14.3,76.3,71.0,85.4
6.7,75.2,49.4,68.6
2.1,100.0,58.9,62.0
3.8,100.0,60.5,69.1
7.3,96.1,87.2,90.6
6.3,77.5,42.8,41.5
10.6,97.2,57.7,90.4
9.6,77.5,75.7,98.6
5.0,89.6,75.8,87.8
15.5,87.5,51.6,77.4
7.5,83.2,71.7,74.2
23.2,90.6,81.2,100.0
5.7,90.3,75.3,72.6
10.9,86.3,54.2,73.0
1.3,88.2,58.7,58.4
17.1,85.5,45.8,68.0
5.4,80.7,58.0,59.9
8.7,93.1,60.5,81.2
9.3,89.5,62.1,88.7
4.8,79.5,68.8,57.0
0.9,74.9,64.5,59.1
5.5,92.5,59.1,61.5
7.9,96.4,37.7,55.8
2.6,85.7,62.4,60.0
6.0,86.5,81.0,76.4
10.0,100.0,76.2,95.3
6.0,67.3,41.4,42.1
3.5,86.7,60.2,63.1
4.9,76.3,60.5,53.6
3.4,76.3,68.9,68.1
14.1,81.6,59.2,83.7
5.6,80.9,90.7,79.8
7.0,53.9,62.6,60.5
11.2,86.5,35.6,70.4
3.5,81.5,75.5,71.9
2.4,98.4,71.3,70.0
1.8,92.4,54.4,53.3
15.0,68.6,63.4,74.2
2.8,84.1,70.2,67.0
12.1,100.0,47.1,81.3
5.4,76.8,72.8,81.3
7.6,72.7,59.4,68.4
7.7,82.4,48.5,80.6
11.3,73.8,66.6,71.3
2.0,95.7,50.8,75.6
12.7,83.4,85.6,86.9
15.0,86.9,69.1,86.2
8.2,79.1,76.5,72.9
4.4,100.0,22.5,57.6
10.4,72.8,64.8,68.5
5.2,79.9,84.2,63.5
12.4,94.1,46.0,65.2
3.6,79.4,81.1,81.8
10.3,88.1,53.9,77.3
26.8,72.0,61.7,100.0
3.5,87.2,51.4,59.2
4.2,89.4,72.7,83.5
8.0,88.2,68.8,72.3
19.0,78.2,73.9,93.5
10.6,74.5,45.5,69.1
14.3,83.1,78.9,100.0
3.3,76.9,48.8,50.5
11.7,58.0,74.5,82.3
5.4,80.4,81.9,82.0
10.5,81.8,56.4,87.0
5.1,83.8,67.4,80.8
9.0,93.5,61.0,67.7
9.7,100.0,27.2,77.0
5.3,83.5,77.3,65.7
4.3,88.3,58.7,55.1
5.1,81.8,62.3,67.2
4.3,91.7,80.9,59.6
11.6,88.4,61.8,78.4
10.3,85.0,66.8,68.3
20.5,90.5,95.8,100.0
20.4,75.3,76.4,89.3
15.9,76.5,73.4,72.2
22.4,88.1,63.4,97.3
6.4,73.5,74.6,73.2
4.4,82.0,80.8,66.3
15.1,88.5,64.8,82.2
4.0,79.3,46.6,51.6
6.5,86.0,71.6,67.1
8.6,85.0,78.0,92.6
9.0,85.9,58.9,74.9
16.9,95.7,60.5,100.0
9.9,84.7,53.1,69.4
7.3,84.1,77.8,80.2
2.9,73.4,59.7,57.3
2.7,96.2,58.7,62.0
7.4,100.0,60.1,84.8
7.0,100.0,75.0,87.7
4.3,96.2,77.1,72.4
24.9,73.3,70.5,100.0
9.9,74.3,63.6,60.3
8.0,82.6,56.3,65.6
4.4,80.3,67.2,72.0
5.4,87.9,63.6,79.3
5.2,86.6,78.0,87.4
3.6,79.1,76.5,61.1
5.2,80.1,75.0,73.0
12.2,95.0,92.3,98.4
17.9,72.3,100.0,95.3
2.3,91.8,71.3,67.6
12.1,83.8,70.9,71.2
17.5,86.1,76.7,87.1
2.4,86.2,90.7,70.1
10.0,82.3,57.4,71.3
6.6,84.9,57.1,62.1
2.0,64.0,58.8,57.8
8.2,96.0,84.1,73.7
23.6,74.5,88.7,100.0
2.8,100.0,57.0,59.2
4.2,91.9,67.6,82.5
10.5,88.9,93.2,82.1
12.0,76.5,70.7,69.4
14.6,78.2,66.1,74.2
22.5,91.4,82.6,99.9
8.4,83.2,57.8,72.2
14.5,92.2,99.9,95.1
3.9,90.2,90.9,93.4
2.5,89.7,38.9,60.5
6.2,92.4,52.0,77.0
7.8,78.4,61.3,78.9
16.6,78.5,54.2,69.9
12.8,93.1,45.5,73.7
6.6,88.8,47.7,59.7
16.3,76.0,59.5,79.5
7.4,100.0,57.6,69.3
2.5,85.8,83.1,83.8
2.1,87.0,80.5,85.1
4.5,90.9,66.6,64.0
28.8,77.9,66.0,100.0
10.0,73.3,54.1,66.0
4.8,87.1,78.5,76.0
4.0,74.8,45.9,57.5
6.4,84.0,61.7,72.4
19.4,86.8,54.7,85.1
7.1,97.0,100.0,91.7
20.2,78.6,69.1,88.9
11.7,83.0,90.2,95.4
7.8,100.0,69.9,72.5
10.1,87.6,80.7,84.2
8.5,84.2,66.1,89.5
9.1,72.1,56.7,88.0
13.1,80.3,47.8,70.0
2.7,84.8,42.7,47.1
1.9,100.0,71.5,62.9
6.6,77.3,99.2,89.5
10.6,94.9,45.6,71.9
9.7,100.0,59.3,84.2
11.8,73.1,78.4,80.8
12.8,78.6,63.3,79.9
12.8,95.7,89.0,100.0
3.3,87.2,75.9,71.8
7.7,83.7,28.0,51.2
8.4,90.2,66.0,83.9
17.0,68.3,77.6,95.1
1.6,89.0,66.1,52.6
18.4,74.5,73.3,87.6
3.3,85.6,57.3,63.2
7.4,82.8,80.7,86.6
9.8,76.7,56.9,76.3
13.8,75.9,26.9,56.2
10.3,95.2,51.2,66.0
13.5,95.5,60.5,84.9
6.3,68.0,66.5,71.0
15.2,84.9,45.9,69.9
8.0,75.9,64.1,65.8
4.7,91.3,72.8,88.7
4.4,87.5,85.7,77.1
9.7,86.3,30.9,56.2
15.5,79.4,50.4,89.8
8.2,74.3,89.0,70.1
6.0,91.1,65.6,66.0
9.0,67.9,50.3,61.9
10.7,100.0,73.9,89.2
12.2,73.1,73.0,75.8
4.5,72.7,25.5,52.0
1.6,87.3,68.4,50.8
7.3,73.1,54.6,73.1
19.3,87.2,65.7,99.1
8.0,85.2,68.0,46.8
17.2,83.8,80.0,81.0
9.0,94.0,80.4,79.1
9.3,70.4,86.7,71.3
9.9,80.2,75.5,73.2
5.6,96.3,82.8,86.0
6.3,100.0,46.3,65.9
14.0,83.2,84.8,81.7
3.6,67.7,75.4,66.4
6.3,95.5,95.5,82.7
4.6,70.3,80.5,70.5
10.2,75.2,53.1,78.4
7.7,92.7,75.7,65.9
7.1,82.7,75.0,77.2
4.4,87.7,72.4,49.5
8.1,98.2,93.5,83.4
10.2,100.0,76.8,90.0
3.3,68.7,62.7,66.1
5.3,74.8,63.8,61.3
4.6,74.4,68.9,66.9
9.1,100.0,70.0,78.3
13.1,83.4,55.2,73.4
7.2,100.0,69.3,73.7
10.3,84.9,55.1,79.7
2.5,75.3,45.7,41.6
6.5,85.1,66.6,74.7
3.9,72.7,46.1,41.1
8.6,100.0,68.7,82.7
6.6,95.8,50.1,69.1
4.5,64.6,61.0,59.2
7.2,82.7,51.3,88.2
10.4,81.2,62.7,82.9
13.9,87.5,79.9,100.0
10.5,75.1,51.1,64.6
5.4,96.2,70.7,54.7
1.8,70.9,74.1,58.8
8.3,69.1,47.6,64.6
10.9,85.7,80.3,81.4
7.7,87.5,73.8,86.5
5.4,78.6,75.8,76.8
21.3,84.1,71.7,98.4
7.7,97.7,65.0,79.1
21.1,84.9,77.1,94.6
12.6,72.8,68.3,73.1
5.8,70.4,60.4,51.1
4.3,87.6,54.8,68.7
6.8,72.6,50.6,56.6
5.5,87.0,44.2,78.5
8.0,88.7,74.9,65.9
16.3,95.3,87.5,81.7
11.4,86.9,65.6,90.4
22.8,80.2,78.9,100.0
16.0,95.0,51.4,77.5
12.9,76.6,94.9,83.5
10.9,82.8,92.7,78.0
4.4,90.4,44.6,66.3
9.2,85.4,58.0,72.0
5.5,91.5,56.4,72.9
10.5,67.7,70.2,74.7
9.9,100.0,79.3,80.4
6.1,83.8,73.4,66.7
10.9,78.6,47.9,69.7
6.8,88.4,59.8,61.2
9.3,90.4,69.7,86.7
7.7,81.5,90.7,74.7
19.0,75.6,42.1,83.9
16.0,90.6,62.1,85.3
9.5,100.0,47.1,75.6
14.0,75.5,68.3,81.6
8.9,96.7,55.9,67.3
5.4,69.3,58.9,62.1
22.2,78.4,36.3,74.0
1.5,87.7,70.2,73.2
2.8,99.6,70.9,70.4
11.9,75.9,68.9,79.4
1.8,87.5,69.6,74.8
6.6,85.4,70.7,77.5
9.6,72.6,27.9,53.5
4.6,100.0,60.0,66.9
4.9,100.0,58.7,82.7
18.2,70.6,62.4,90.3
3.1,79.7,62.0,83.3
8.8,97.8,46.8,76.2
6.4,81.8,69.8,81.1
5.4,100.0,49.7,62.1
7.0,75.1,62.0,71.7
7.7,78.7,40.8,59.1
3.4,85.1,39.7,41.1
6.1,86.6,77.7,66.2
9.9,92.1,53.8,78.3
2.4,82.8,82.7,82.3
4.2,70.4,35.3,51.5
12.1,100.0,55.4,95.3
1.5,100.0,50.9,63.7
7.8,100.0,48.9,64.6
4.2,75.8,100.0,73.8
5.8,85.5,57.5,80.0
13.7,91.2,98.6,100.0
8.5,72.9,100.0,84.5
23.2,90.3,68.8,98.6
4.3,91.9,92.4,94.5
8.9,64.2,53.3,66.5
6.1,87.4,55.6,63.9
14.3,66.5,63.3,70.3
2.8,89.0,79.9,71.7
8.9,73.2,74.7,71.6
7.1,80.0,56.8,72.5
11.8,68.4,81.5,68.7
14.8,79.3,58.4,76.0
5.1,61.8,80.1,58.4
6.9,89.8,91.9,76.2
