EngineSize_L,Weight_kg,Horsepower,Mileage_km_per_l
3.89,932,112,35.95
3.92,1599,100,30.08
4.37,1677,119,29.67
2.28,1661,77,40.0
4.8,1226,112,28.28
1.39,1723,150,36.44
3.38,800,66,34.24
2.84,1216,89,32.87
2.31,811,134,40.0
4.35,1485,75,32.16
1.62,1186,60,40.0
1.13,1089,79,40.0
3.38,889,89,40.0
4.64,1464,242,27.33
4.06,1349,165,29.03
4.19,1160,137,33.66
3.33,1545,128,33.18
3.35,1194,93,36.94
4.01,1558,122,29.68
4.53,957,150,31.93
1.42,1876,179,32.75
1.76,1922,101,34.01
3.7,1213,137,33.36
4.97,1803,182,24.58
4.44,1218,118,30.02
4.23,1519,93,28.15
2.25,800,167,38.48
3.0,1185,169,33.11
2.9,1625,113,33.76
3.5,1930,82,29.02
2.74,1357,66,35.6
3.37,1008,129,34.08
4.56,1492,115,28.71
2.68,975,191,38.77
1.21,1102,128,40.0
2.08,1256,246,34.75
3.8,1523,174,29.11
4.58,1104,108,32.94
2.29,1257,145,36.28
1.02,1442,213,39.89
4.77,1588,194,25.81
4.8,978,119,27.27
4.77,1244,73,28.45
4.88,1425,137,26.16
4.24,1459,275,31.9
4.28,1486,151,28.14
2.03,1465,199,38.55
4.84,1316,124,30.41
3.76,1685,140,29.94
1.63,1600,159,36.44
4.3,1754,104,28.38
1.51,1205,170,36.98
3.5,1036,110,35.52
1.72,1317,195,39.0
3.91,1413,194,33.71
5.0,1482,213,27.24
2.81,832,125,36.73
2.19,1118,198,36.97
3.5,1161,114,34.57
3.85,1475,196,28.88
4.02,1001,162,31.07
1.88,1547,146,34.06
1.73,1004,198,40.0
4.1,1156,97,31.78
2.72,1054,145,35.81
3.83,1438,181,29.71
3.75,1593,60,33.94
3.6,1973,111,29.03
2.95,1477,121,34.02
1.67,1317,82,40.0
4.98,1232,125,28.38
3.3,1441,225,33.45
3.61,2056,176,28.58
4.36,1141,114,30.9
1.39,1897,181,35.63
1.72,1600,198,36.62
2.93,1180,92,33.86
2.05,1401,155,37.08
2.06,874,146,40.0
1.71,1535,137,36.35
3.4,1048,146,34.91
3.37,1412,173,33.23
4.47,1355,115,29.76
3.1,1496,148,31.13
3.8,1251,60,31.22
2.68,1504,116,36.45
2.5,1273,60,38.14
4.47,1295,123,30.8
4.97,1524,80,28.5
1.14,961,140,40.0
3.63,1447,98,34.24
2.01,1166,104,36.0
1.96,1202,145,39.05
3.58,954,121,33.54
1.4,926,148,40.0
4.92,1247,84,27.05
4.92,1360,118,30.07
2.31,1469,173,34.42
3.68,1359,150,31.32
1.37,1513,132,39.38
1.1,1247,83,40.0
1.82,1265,81,37.81
1.27,1846,109,35.16
1.0,1598,91,38.75
1.4,1198,104,40.0
1.03,1295,111,40.0
1.98,1102,119,37.56
4.04,1762,148,24.5
4.07,1389,90,30.27
1.81,991,102,39.68
1.93,1337,73,39.01
3.17,981,139,35.79
3.83,1267,187,30.32
1.58,1353,153,36.57
3.36,1247,64,34.46
1.2,1441,60,39.46
1.8,1454,260,36.66
1.7,1516,175,36.17
2.22,1561,142,35.36
3.97,1700,183,28.53
3.04,1494,132,31.99
4.19,1096,139,31.65
4.48,1789,98,28.46
3.36,2017,127,29.18
3.63,1099,147,33.71
1.06,1134,128,40.0
4.11,1701,131,26.01
2.11,1684,60,37.34
3.88,1245,184,34.15
3.76,944,167,34.78
1.43,864,60,40.0
4.06,1186,107,34.72
3.63,1768,61,29.6
2.98,1424,205,34.0
4.43,1255,212,28.07
1.98,1835,148,34.61
3.08,1491,138,34.23
1.81,1251,176,37.16
3.8,1010,181,32.55
4.86,1114,215,28.5
1.09,1837,203,36.82
2.1,1327,167,35.25
3.69,906,139,33.6
3.96,1276,116,28.13
4.56,1484,180,27.44
4.24,1385,112,30.55
4.14,1800,150,25.9
4.3,1674,108,28.66
2.89,1088,67,39.5
2.97,1200,153,33.37
1.66,1432,186,34.45
1.58,1522,90,37.16
4.84,1142,102,30.18
1.66,1607,159,35.5
1.81,1248,120,38.68
1.7,1563,149,34.51
3.62,1385,155,32.25
1.05,1386,219,38.01
3.85,1458,196,29.92
4.47,1468,195,26.93
2.69,1428,192,32.26
2.95,1379,161,34.74
1.34,1645,187,37.4
1.31,2045,185,31.98
4.14,1684,60,26.87
3.77,1247,165,30.55
3.93,1671,216,30.88
4.03,1565,160,30.47
2.48,1679,101,34.56
3.91,1537,185,30.05
2.64,1468,82,34.5
1.12,800,148,40.0
1.81,1238,167,39.1
2.49,1641,244,31.82
1.09,1753,198,37.14
3.06,1019,144,33.71
3.12,1068,164,34.38
2.35,1630,67,32.48
3.53,1283,134,31.37
2.42,1485,82,32.71
4.74,1515,251,26.05
4.77,1685,115,27.12
3.01,1825,99,29.51
1.35,1120,130,40.0
2.08,1188,194,37.14
3.48,1720,131,31.83
2.24,1376,120,34.4
4.25,1507,139,31.11
2.72,1038,166,39.29
2.28,1335,88,36.83
3.45,1660,184,31.95
3.98,1502,178,29.24
1.96,1385,194,37.3
4.17,831,112,34.72
2.05,972,138,40.0
3.19,1689,180,32.61
2.77,1537,205,32.28
2.97,1503,215,35.38
1.56,1707,106,37.94
3.11,1525,139,32.52
1.73,1141,128,39.56
2.19,1483,196,35.89
4.46,1502,135,27.89
4.01,1442,183,30.22
3.68,1529,113,30.46
3.83,1353,60,33.19
4.08,1300,127,29.97
1.16,1370,117,40.0
2.1,1673,101,38.7
1.68,1909,100,37.56
4.44,1408,69,29.44
3.61,1630,108,30.94
2.93,1560,100,29.75
4.38,2018,186,25.51
1.22,1924,110,36.8
1.05,1430,148,40.0
1.49,1283,153,40.0
2.05,800,105,39.0
2.64,1459,253,34.28
1.53,1483,170,37.49
3.21,1449,154,30.8
3.49,1479,158,31.75
3.07,1581,133,33.37
2.63,1385,105,36.66
3.95,1096,118,33.32
4.09,1556,109,30.11
2.17,1399,111,38.41
1.38,1252,149,36.76
2.4,2010,60,31.69
3.71,1457,143,27.7
1.12,1241,127,40.0
2.51,1549,155,33.27
4.07,2075,253,23.11
3.18,1575,71,32.19
4.44,1265,78,33.1
1.5,2155,134,35.57
3.05,1573,239,33.18
3.78,1548,60,32.42
2.65,1187,135,34.72
2.81,1395,105,32.28
2.97,1659,136,30.33
1.62,1639,77,37.22
3.06,800,124,37.57
2.0,1307,163,37.14
2.63,1487,111,34.86
1.84,986,175,40.0
2.55,910,234,38.28
3.92,1705,175,29.0
2.94,1400,196,32.93
4.23,1301,179,31.27
4.23,1324,123,30.02
1.63,1574,60,36.56
1.24,1552,96,37.59
2.19,1652,190,35.24
3.11,1515,80,34.61
2.25,1611,134,35.62
1.17,1694,141,35.04
3.09,1815,88,33.23
2.96,1485,219,30.75
3.89,1405,166,28.44
1.99,1814,217,36.1
1.26,1136,202,40.0
3.75,1207,183,33.25
3.79,1602,60,32.87
1.0,1662,86,37.73
2.54,1189,141,37.93
2.03,1547,131,37.97
4.95,1351,115,29.7
3.25,1309,137,33.43
1.79,1439,274,36.25
3.35,1657,136,31.42
1.68,1739,128,39.12
3.41,1785,140,30.22
4.52,1517,164,28.52
3.15,1265,164,31.44
3.1,1359,146,34.31
1.15,1368,107,40.0
3.48,1047,103,32.56
1.27,1088,134,40.0
3.29,800,117,39.7
3.24,1264,86,35.71
2.06,1130,74,39.68
4.83,1472,173,27.67
1.68,1281,78,38.52
2.21,1841,153,33.98
4.41,1590,231,29.0
4.82,800,60,32.66
4.73,1090,137,29.38
4.16,1299,107,31.84
1.49,1253,130,40.0
1.12,1276,77,38.93
2.53,921,100,40.0
4.0,1500,189,28.29
4.99,1274,192,26.43
4.34,1091,146,32.63
4.55,1070,85,30.71
2.6,1344,127,33.23
2.09,2075,233,29.54
2.79,1263,115,35.61
2.79,1631,268,29.19
3.41,1716,156,30.92
1.16,1228,135,40.0
3.26,1447,136,32.82
1.64,1052,115,39.83
1.44,800,123,40.0
2.88,1414,191,32.53
3.27,1393,219,34.04
3.79,1183,92,33.96
2.32,1755,151,34.32
4.71,1512,60,27.57
1.27,800,88,40.0
4.8,1227,157,28.73
3.84,1434,148,32.61
2.54,1576,181,34.73
4.18,1511,145,28.95
3.22,1486,133,31.41
3.87,1631,60,31.44
1.3,934,144,40.0
2.37,1341,141,37.64
2.3,1146,72,37.22
3.32,1876,133,29.95
3.99,1529,148,30.43
1.77,1533,186,37.15
3.98,1586,231,29.21
3.43,1348,66,31.93
3.68,1120,69,31.78
2.62,1393,71,36.78
1.71,1535,154,37.62
2.79,2012,77,32.2
2.27,1795,137,35.43
2.77,1135,162,36.61
3.63,1588,69,30.84
1.51,1654,145,36.82
4.88,1035,159,27.77
2.12,1272,60,38.15
4.6,1312,106,31.3
2.88,1014,84,35.98
3.53,1275,136,33.99
3.15,1341,88,32.58
4.02,1641,299,29.16
1.83,1302,163,37.56
4.52,1206,126,28.85
2.43,1250,145,35.93
2.74,1782,121,29.46
3.75,1620,119,30.31
1.87,975,114,40.0
4.43,1430,127,30.03
4.96,1174,154,28.51
1.85,931,86,40.0
2.59,1345,67,36.1
4.65,1866,180,23.78
4.53,1534,215,28.35
4.08,1274,130,30.57
2.26,1676,142,32.87
3.54,1596,135,32.76
3.46,1286,131,32.73
4.11,1764,189,28.28
3.84,1065,114,32.24
4.48,1804,184,27.21
4.04,1572,114,28.06
3.78,1449,124,30.5
2.65,1293,112,36.69
1.84,803,72,40.0
1.55,1146,153,37.76
1.32,1394,166,37.26
1.59,1195,87,40.0
2.15,1129,151,38.19
4.5,1490,124,28.28
2.1,1005,130,38.96
1.66,1379,122,39.02
3.93,1074,147,31.78
3.54,1054,134,36.38
4.52,1776,138,24.63
3.17,1058,165,36.88
3.32,800,165,35.08
1.62,1951,91,36.69
4.17,1207,183,29.34
2.63,1095,191,35.71
3.43,1635,113,30.43
4.46,1199,60,31.65
3.08,1272,82,35.9
4.65,1349,159,29.04
3.43,1526,119,34.54
3.38,1528,161,32.29
2.09,1817,229,32.12
1.42,1778,89,38.74
3.77,1421,131,32.2
2.71,1806,207,29.15
2.18,1720,114,35.09
4.27,1236,64,31.02
3.64,1684,142,29.95
2.89,2222,219,28.28
4.37,1256,180,29.15
3.59,1422,84,28.28
1.04,800,100,40.0
4.89,1516,60,27.15
2.92,1609,163,31.83
3.75,1479,179,32.17
2.15,1538,146,35.37
1.29,1682,110,34.33
1.1,1169,148,38.05
3.35,1126,65,32.89
2.44,1608,121,37.61
1.15,1570,167,36.67
4.09,1252,171,32.04
3.25,1495,155,31.06
3.5,1335,60,34.77
1.57,1684,77,40.0
2.84,1602,111,33.12
2.92,1516,191,34.51
2.08,1225,121,40.0
4.84,1087,130,29.16
4.26,1611,157,27.62
3.23,2200,135,28.62
1.8,1448,138,35.88
1.15,1054,94,40.0
4.4,1927,104,27.36
1.54,1856,147,33.33
4.52,1829,216,24.93
1.97,1312,96,36.28
3.09,1290,123,30.41
2.77,1251,153,35.03
1.06,1258,220,38.59
4.98,1456,183,27.42
4.8,1344,75,31.93
3.06,1422,117,33.65
3.27,1515,112,34.74
4.4,1308,81,30.85
4.93,996,137,30.66
4.5,1086,215,31.77
1.21,1380,147,39.53
2.68,1444,150,33.63
4.4,947,84,30.84
3.75,1335,188,30.18
3.24,1542,157,31.34
3.27,1652,155,31.24
4.46,1531,183,27.12
4.9,1676,109,26.15
4.64,1586,68,27.75
2.28,898,152,39.47
2.6,1334,128,36.09
4.53,1593,120,30.78
3.68,1101,217,32.44
1.02,1603,195,39.96
3.78,897,152,33.28
3.73,1810,90,31.93
2.38,1441,329,34.68
2.95,1045,164,35.36
1.17,1109,138,39.95
2.0,1486,109,35.62
3.28,1285,128,35.48
1.38,1940,94,34.69
1.75,1297,80,38.65
4.19,1466,129,30.86
1.53,1877,190,34.23
1.78,1527,136,36.82
3.33,1264,60,35.58
1.29,1256,220,40.0
2.56,1723,69,35.02
4.25,1881,94,28.39
2.86,1189,188,35.11
1.18,1208,170,39.39
3.45,1237,206,33.21
2.2,1481,179,33.13
1.28,1949,185,32.48
4.63,1669,102,28.04
1.68,1453,110,38.15
2.61,1475,154,35.98
2.5,1568,120,36.01
2.5,903,149,35.21
2.41,1498,203,35.95
1.86,2130,179,34.65
2.54,1201,207,35.98
1.48,800,132,40.0
4.54,1894,132,24.9
4.11,1249,187,33.14
3.59,1447,60,32.43
4.84,1645,199,24.79
4.52,1671,126,25.91
2.98,1886,118,30.57
4.0,1578,95,32.32
1.35,1526,152,38.03
4.51,1722,178,26.67
4.95,967,151,28.65
3.52,1909,69,31.56
2.78,800,207,35.61
4.41,1427,60,28.73
1.59,1480,165,35.9
3.92,1596,100,27.53
1.46,800,103,40.0
1.67,1006,60,40.0
2.91,1601,67,35.51
1.68,1848,213,33.93
4.13,1272,139,33.0
3.31,1254,135,31.89
3.77,1282,141,31.34
2.82,1728,182,34.06
3.91,1873,141,29.37
4.04,1397,150,32.8
4.06,1496,149,29.06
4.93,1244,134,30.02
2.98,1393,117,32.15
3.0,1530,174,34.47
3.57,1677,107,30.98
2.35,1167,196,36.64
3.27,1643,188,31.92
1.17,1098,189,40.0
3.99,800,91,35.48
1.48,1710,198,35.47
3.54,1518,182,36.39
4.26,1903,64,25.88
3.41,1080,115,34.94
1.52,1681,238,34.36
2.87,1297,129,35.91
3.0,1761,218,29.33
3.04,1458,194,32.94
2.38,1318,103,38.0
4.86,1146,166,29.07
2.26,1532,136,35.14
1.3,1419,60,39.93
4.21,1248,118,31.43
2.33,1730,187,34.13
1.4,1602,131,36.24
1.08,842,88,40.0
1.19,1206,196,39.62
2.77,1563,135,36.48
4.45,1215,209,31.28
2.03,1072,87,39.03
3.22,1000,225,32.93
1.72,1051,164,40.0
3.26,1556,177,32.49
4.36,1304,171,25.55
3.69,900,132,33.44
2.81,1148,77,35.17
3.84,1257,85,27.47
3.53,1525,189,30.5
2.97,1042,135,35.78
1.46,832,177,39.92
3.24,1448,154,32.9
1.21,1490,141,35.69
1.25,1798,147,37.86
1.92,1747,197,35.66
1.28,1173,98,37.78
1.66,1601,130,37.09
3.24,1605,178,29.87
2.57,1115,60,38.06
3.43,1439,155,32.09
1.41,1305,101,40.0
3.99,1374,168,29.1
1.85,1285,60,36.08
4.12,1832,182,26.59
3.66,1703,62,32.81
4.32,1707,97,29.26
3.9,1808,144,26.71
1.28,1204,93,38.85
4.17,1334,137,31.9
3.69,1561,85,32.27
3.67,1120,118,34.41
3.04,1765,177,30.54
3.6,1219,153,31.98
3.67,803,210,33.91
4.37,1264,124,28.89
2.03,1272,182,37.86
4.38,1518,168,30.19
3.17,800,242,35.85
4.21,1455,282,28.75
2.45,1460,165,35.67
1.41,1873,107,37.46
1.38,1271,109,39.45
4.5,1479,184,28.38
3.31,1322,116,36.08
4.88,1397,152,25.26
4.87,1203,83,29.49
3.73,2113,129,28.57
4.01,1299,131,29.31
1.54,1390,128,37.68
1.31,1718,202,39.33
3.44,1206,163,33.9
2.83,1898,179,30.81
2.99,1513,159,33.57
4.47,1547,73,27.43
1.07,1444,171,40.0
4.37,1456,96,30.4
4.6,1342,108,29.05
1.26,1685,109,37.42
2.32,934,228,39.14
4.67,1687,151,27.04
2.57,1544,155,36.6
3.68,2059,210,26.37
2.53,1704,112,35.02
1.66,1095,210,38.09
4.89,1511,116,26.34
3.23,1931,133,29.57
4.18,1380,115,33.54
1.97,1215,107,36.59
2.15,1729,133,32.98
3.31,1415,189,32.53
4.37,1244,245,32.36
2.16,995,60,40.0
1.92,1578,207,34.81
4.46,967,146,31.08
4.72,1689,130,27.62
4.55,1531,136,26.4
4.35,1106,206,33.82
1.76,1774,176,32.21
4.06,1361,109,29.8
2.36,1190,178,38.42
2.88,1017,134,36.81
4.42,1103,108,31.27
2.91,1499,78,34.13
2.08,1340,93,39.02
3.94,1375,156,31.03
1.26,1318,112,40.0
1.51,2034,162,32.71
2.09,1777,192,32.56
4.11,1961,124,28.3
1.67,1274,128,40.0
1.06,1666,67,38.5
4.29,1222,200,30.05
3.55,800,188,36.49
4.82,1083,132,28.36
1.47,1891,122,38.09
3.99,1528,133,33.24
2.85,1790,149,31.16
4.68,1049,163,33.25
4.39,1409,137,30.5
1.17,1363,138,39.86
2.81,800,179,39.59
3.56,1848,168,25.56
4.85,1628,228,23.66
3.54,1255,190,30.84
3.1,1828,79,31.53
2.57,968,134,38.63
2.5,1438,124,34.96
2.05,1369,93,36.76
1.3,1294,144,40.0
1.31,1796,180,36.25
4.56,1423,127,28.06
2.45,1086,150,37.25
2.52,1503,143,36.26
2.26,1213,156,39.25
3.97,1327,88,32.94
4.48,1658,217,24.39
2.38,1174,164,39.45
1.8,1498,111,34.51
3.55,1259,246,31.55
4.22,1476,118,28.69
3.59,1557,114,33.42
3.2,2008,149,29.53
4.07,1639,158,28.88
4.29,1843,192,26.05
3.14,1374,201,31.52
3.1,1164,150,32.32
2.59,1180,159,36.24
1.47,1598,81,38.0
1.68,2025,224,33.04
1.98,1402,99,37.23
3.5,1895,152,29.83
2.54,957,193,36.41
2.81,1538,110,33.2
1.89,1366,195,39.92
1.95,1312,111,39.3
3.55,1387,162,31.9
4.88,1246,156,27.02
1.16,1465,60,40.0
2.56,1470,148,33.27
3.18,1618,114,30.08
4.11,1416,225,31.1
3.31,1433,133,35.52
3.27,1460,133,30.48
1.65,1308,131,38.3
1.74,1209,103,39.67
1.44,1394,194,37.64
4.93,978,60,31.53
1.38,1196,166,40.0
2.25,948,167,39.24
2.64,1227,68,35.36
1.96,1459,136,36.42
3.13,1068,142,34.73
4.09,1330,132,29.73
4.82,1495,132,26.15
1.5,1469,66,38.71
3.8,1497,114,28.02
1.95,1011,174,37.5
4.71,1522,149,31.06
3.24,1359,106,33.19
2.52,1887,135,29.77
1.24,1407,144,40.0
4.97,1600,123,26.64
4.12,1328,140,28.59
3.57,1306,131,33.43
1.8,1173,128,39.63
3.49,800,74,35.77
1.14,1104,193,39.48
2.17,1719,168,32.79
4.84,1382,95,29.39
4.76,1684,166,26.26
2.73,1823,188,32.36
4.32,1202,132,32.98
1.9,1665,171,34.74
3.55,956,120,37.54
1.65,1108,185,39.1
1.6,1417,119,39.41
4.44,1471,95,28.81
3.74,1484,73,32.77
3.43,1952,60,33.28
4.81,1857,266,26.92
2.72,1499,87,36.3
1.32,1395,151,40.0
1.11,1804,119,35.99
1.99,1242,159,36.82
1.91,1531,242,33.7
1.88,940,126,38.35
3.4,1465,91,32.82
3.75,2105,123,26.51
4.21,1761,152,29.3
1.38,1494,165,38.39
4.52,1640,124,27.66
3.19,912,188,37.05
3.87,1613,130,29.18
3.64,1452,125,30.19
3.12,1787,90,32.79
1.7,1551,226,38.97
4.71,1063,112,28.29
2.04,1894,217,32.25
3.96,1347,92,32.7
2.91,1962,104,31.58
3.15,1356,148,31.3
1.17,1123,114,40.0
3.48,1059,128,35.58
1.11,957,60,40.0
3.98,1637,83,29.37
3.6,1267,163,33.13
2.3,1638,162,30.18
4.03,1146,91,32.57
4.44,1559,132,28.82
1.31,1341,73,38.32
4.23,1388,164,30.88
4.67,1590,204,26.54
3.88,1735,63,28.9
2.61,1567,156,33.68
1.81,1865,61,31.26
3.37,914,203,36.0
1.46,1111,253,40.0
4.63,1238,152,30.93
2.08,1581,91,35.11
2.04,949,132,40.0
2.06,1081,153,40.0
2.22,1507,171,34.28
4.17,1251,90,31.92
2.14,860,118,39.72
4.85,1520,188,26.36
4.21,1328,163,33.21
1.96,1010,108,39.45
3.76,1440,229,30.57
4.97,800,119,32.12
3.19,1133,60,40.0
4.26,1935,97,25.8
1.98,1674,223,33.26
4.28,1372,191,29.09
4.26,1543,170,27.62
3.23,998,188,36.11
1.76,1872,171,35.12
2.35,1441,99,34.25
4.8,1410,92,28.26
3.18,1436,107,33.86
3.91,1409,164,33.48
1.1,1387,172,39.77
3.85,1821,194,27.44
2.98,1530,229,32.73
1.37,1234,206,38.81
1.63,1345,203,39.08
3.06,1766,160,31.71
1.88,1806,131,33.25
2.9,1014,149,39.23
4.15,1456,105,30.68
2.08,954,60,39.25
4.05,1477,226,28.29
1.23,1200,117,40.0
3.87,988,137,31.68
1.42,1797,147,36.64
4.3,1740,139,27.45
3.73,1165,107,34.72
4.9,1535,93,27.62
4.56,1356,60,29.97
4.22,1344,154,29.73
4.77,1652,217,25.62
2.15,1511,155,36.92
3.13,1400,101,32.96
2.14,2113,126,32.95
1.97,1389,166,38.74
4.44,1359,175,27.42
3.06,839,103,38.18
4.73,2093,81,25.38
3.06,1040,90,37.27
3.3,1795,164,29.61
4.3,1099,71,35.29
1.8,1377,96,37.85
3.2,1596,135,34.95
3.4,2119,224,28.25
1.27,1144,112,40.0
4.3,1852,179,29.82
1.32,1196,74,40.0
4.45,1505,126,30.72
2.09,1073,60,40.0
2.04,1459,151,38.8
2.59,1578,104,32.68
3.45,1663,150,30.03
1.37,1647,104,37.87
3.12,1383,209,34.3
3.08,1275,124,33.36
3.89,1725,125,27.85
4.19,1853,115,28.0
3.11,1046,146,35.09
3.28,1364,153,31.35
2.9,1230,99,35.52
2.58,1498,130,34.83
3.43,1217,161,34.82
1.9,1461,212,35.63
3.92,1698,187,26.93
3.28,887,161,37.55
2.79,1225,203,34.97
1.64,1411,77,39.42
4.62,1150,208,27.56
3.91,1538,145,29.92
3.98,1076,111,32.73
3.67,1516,125,30.38
4.56,1387,183,28.02
3.79,1160,119,30.4
3.87,1003,144,33.91
3.63,1510,162,29.33
4.72,1981,184,21.95
3.84,1627,72,31.0
3.71,1615,124,29.88
2.56,1285,180,36.32
1.9,1405,207,39.42
2.63,1105,108,37.6
1.52,1162,225,37.06
1.99,1564,148,36.19
4.57,1064,73,27.82
3.81,1346,162,31.91
3.13,1152,126,37.97
1.65,1333,101,38.79
1.28,1118,62,40.0
4.84,809,136,31.86
2.91,1528,161,31.61
4.4,1397,154,29.47
3.36,1640,122,31.5
2.78,1855,74,36.14
2.36,1537,198,34.58
1.82,1646,157,38.5
3.02,1643,60,33.41
1.64,1927,106,35.24
3.74,1154,173,29.97
4.98,1313,202,29.64
3.7,1235,188,30.24
1.87,1417,158,37.07
4.61,1192,99,30.08
2.8,1100,205,36.27
4.47,1234,182,30.04
2.39,1126,137,38.81
2.7,1177,154,35.51
1.5,879,149,40.0
1.39,2014,112,36.02
1.62,1155,129,39.04
4.47,1713,174,27.95
2.04,1708,139,37.77
4.09,1432,144,31.99
2.6,1115,97,38.31
2.07,1723,187,34.26
3.22,1681,166,26.67
4.9,1659,77,25.85
3.33,1670,149,30.64
4.4,1551,132,27.82
2.94,1592,229,30.74
2.78,1684,107,34.4
3.82,1214,111,31.0
2.45,1377,95,35.72
4.67,992,237,31.68
4.54,1844,223,29.52
3.07,1535,173,33.02
2.68,1019,114,34.25
1.09,800,60,40.0
2.03,1436,101,39.18
1.89,1347,60,38.83
4.79,1251,70,32.1
2.25,1493,99,36.63
1.96,1693,155,36.18
4.96,1769,155,26.44
3.73,1830,156,28.26
1.32,1416,200,38.57
2.97,1916,117,31.34
4.18,1271,66,31.0
1.98,1498,65,35.94
4.09,1547,63,31.99
2.06,1631,176,35.47
4.05,1072,83,33.65
4.2,1651,60,28.82
1.33,1588,154,39.84
1.03,980,111,40.0
4.34,1448,137,31.03
3.27,1341,142,33.87
4.41,1975,79,25.35
4.38,1523,230,28.11
4.78,1293,105,28.15
2.87,1252,60,37.22
4.6,1685,208,25.66
2.73,1496,168,34.22
2.09,1442,60,36.66
4.03,1603,60,29.32
4.56,1433,233,27.56
4.29,1800,100,28.84
4.77,1331,76,26.67
3.69,1107,190,31.58
4.48,1305,226,28.13
2.44,1393,66,35.22
1.35,1469,159,37.49
4.97,1476,188,27.58
4.85,1483,79,28.97
2.81,1225,127,35.73
3.89,970,66,33.6
3.65,828,121,33.39
2.14,1618,183,37.02
1.21,800,151,40.0
1.91,1485,101,35.22
4.03,1544,139,30.3
2.05,1582,60,36.89
1.96,1537,95,36.0
3.32,1378,247,31.66
2.17,1008,162,39.1
3.4,1206,193,32.38
4.84,1810,93,24.6
2.15,1547,84,36.89
1.69,1066,91,40.0
1.77,1120,143,37.29
2.81,2004,217,28.09
1.53,1044,169,37.13
4.08,1397,134,28.12
2.08,1458,162,35.83
2.87,1697,226,30.21
2.35,1689,91,35.17
2.4,1581,230,32.57
4.33,1432,166,26.83
2.8,1561,219,30.77
2.57,2329,158,30.15
4.53,2453,222,23.01
3.71,1586,156,26.63
2.07,1282,184,36.53
3.09,1408,166,34.71
4.27,1659,158,27.64
1.82,1113,90,39.32
4.64,1616,120,31.21
3.05,1456,186,32.27
2.66,938,107,40.0
2.49,1519,154,33.65
4.25,1244,161,31.3
1.91,1725,60,35.56
1.27,1346,60,40.0
3.3,962,205,33.78
1.91,1259,194,37.59
3.14,1455,152,31.93
2.06,800,129,40.0
3.5,1592,120,31.76
4.98,1162,109,28.02
2.53,1629,108,34.14
3.5,1958,123,28.44
1.59,1754,221,36.48
3.99,1359,118,29.62
4.14,1698,142,24.45
3.17,1565,60,34.14
4.14,1420,98,32.49
2.38,2341,121,30.76
4.6,1687,142,26.95
4.41,1242,127,28.35
3.24,1477,60,32.85
3.62,1567,151,30.23
4.93,1541,164,27.05
4.88,1408,231,25.57
3.83,1510,122,32.54
2.84,1347,147,34.95
1.64,1496,126,39.11
4.83,1979,139,24.96
4.01,1532,155,27.85
1.46,1454,184,38.02
2.66,1811,160,32.36
2.47,1685,94,35.42
2.42,1331,87,35.21
3.42,1057,110,37.7
3.18,953,96,36.05
1.98,1643,106,35.03
3.03,2245,76,27.9
4.69,1361,182,27.95
3.68,800,110,34.5
4.26,1784,123,27.49
1.08,1507,196,40.0
4.21,1348,104,29.9
4.14,1032,155,32.34
3.66,1810,210,28.57
3.86,1430,64,30.48
3.99,1717,152,24.71
2.65,1415,181,33.53
1.14,1979,129,35.63
3.68,1472,79,29.36
1.24,1198,132,37.0
3.63,1573,203,30.75
4.19,1440,97,29.49
4.1,1063,163,30.66
3.32,1141,107,32.63
4.49,1431,207,27.78
4.53,1827,134,27.44
2.25,1250,78,37.51
4.07,1725,143,27.4
2.38,1355,85,36.84
4.61,1845,131,27.39
1.74,2003,163,32.47
4.73,1475,139,29.17
1.62,1229,166,37.02
4.5,1224,220,29.59
2.38,1731,113,32.54
1.79,1134,138,38.04
2.69,898,149,37.01
2.62,1783,168,33.16
1.7,1154,184,39.5
3.59,1008,124,35.94
4.94,1175,71,28.27
1.04,1349,160,39.74
4.44,1040,139,31.04
2.04,1070,218,38.85
3.61,1485,139,29.4
3.62,1254,139,32.39
1.01,1548,130,37.34
1.58,1595,60,38.68
1.31,1232,128,38.5
3.57,1363,110,29.91
3.33,1658,60,30.76
2.8,1772,147,33.55
3.78,800,130,34.32
3.8,966,60,37.4
2.13,1470,107,36.64
2.45,1419,180,36.33
4.16,1324,111,33.01
3.29,1296,109,33.52
2.17,1169,113,38.69
2.98,1864,186,28.77
2.75,1098,215,35.31
4.75,1380,191,26.97
3.43,1382,163,33.67
4.6,1673,210,27.87
1.84,1635,97,38.36
4.37,1409,190,26.73
1.56,1336,188,38.38
3.16,1122,60,35.58
4.37,1778,169,25.82
4.78,878,242,30.26
1.4,1107,170,39.76
3.19,1677,214,30.2
2.02,1108,142,39.35
4.09,1602,120,28.43
3.99,1817,139,27.01
4.89,1765,146,22.61
1.04,1208,110,40.0
3.75,1292,146,32.91
1.48,1093,153,39.35
4.53,1454,159,27.04
2.61,1902,238,31.09
1.95,1417,186,35.36
4.75,1408,137,28.03
1.39,1449,145,37.55
4.95,1374,206,27.97
3.63,1594,134,29.57
2.57,953,76,40.0
1.37,1448,115,38.65
2.28,1613,164,32.35
4.22,1714,106,27.46
2.67,1856,135,33.86
1.94,1182,157,40.0
1.43,1135,139,40.0
1.47,1288,60,37.96
4.53,1643,138,25.7
1.37,986,130,40.0
3.44,1473,101,31.88
