MonthlyCharges,ContractType,CustomerServiceCalls,Churn
37.17,One year,2,0
69.02,One year,2,0
27.05,Month-to-month,2,0
75.25,Month-to-month,0,0
36.42,One year,5,1
122.34,Month-to-month,3,1
13.93,One year,1,0
124.59,Month-to-month,1,0
78.64,Month-to-month,0,0
113.74,Month-to-month,1,0
90.42,Month-to-month,2,0
94.89,Month-to-month,1,0
81.55,Month-to-month,3,1
10.0,Two year,4,0
74.72,Month-to-month,4,0
116.61,Month-to-month,4,0
18.96,Two year,3,0
60.33,Month-to-month,2,0
91.15,Month-to-month,2,0
82.1,Month-to-month,1,1
73.45,Month-to-month,4,0
92.5,Two year,1,0
102.85,Month-to-month,1,0
74.39,Month-to-month,4,0
84.33,Two year,3,0
66.73,Two year,3,0
66.29,Two year,2,0
37.51,Month-to-month,1,0
103.57,Month-to-month,1,1
63.04,Month-to-month,0,1
70.94,One year,1,0
86.25,Month-to-month,2,0
48.36,One year,1,0
85.12,Month-to-month,3,1
94.99,Month-to-month,1,1
83.21,Two year,2,0
85.56,Month-to-month,3,0
28.25,Month-to-month,3,0
62.28,Two year,0,0
109.24,Month-to-month,2,0
116.34,One year,2,0
131.19,Month-to-month,1,1
62.29,Month-to-month,1,1
22.37,One year,1,0
51.59,One year,4,1
26.54,One year,0,0
46.54,Month-to-month,0,0
63.37,Month-to-month,0,0
17.77,Two year,3,1
50.05,Two year,1,0
57.87,Month-to-month,4,0
81.68,Month-to-month,3,1
96.64,One year,3,0
68.82,Month-to-month,1,0
64.46,Month-to-month,4,0
39.4,Month-to-month,6,1
15.44,Two year,3,0
61.65,Month-to-month,1,0
10.91,One year,1,0
115.02,Month-to-month,4,0
59.25,One year,2,0
56.11,Month-to-month,4,0
77.16,Two year,1,0
92.62,Month-to-month,0,0
81.93,Two year,1,0
39.12,Month-to-month,3,0
85.3,Two year,1,0
46.89,One year,2,0
14.13,Month-to-month,5,0
62.6,One year,4,0
80.04,Two year,2,0
42.37,Month-to-month,1,0
71.06,Month-to-month,6,1
35.74,Month-to-month,4,0
80.79,Month-to-month,3,0
44.49,Month-to-month,2,0
129.05,Month-to-month,0,0
68.71,Month-to-month,1,0
50.35,Month-to-month,1,0
46.11,Month-to-month,1,0
75.14,Month-to-month,3,0
17.52,Month-to-month,3,1
58.08,Month-to-month,4,1
51.01,Month-to-month,5,0
130.74,One year,2,0
87.61,One year,1,1
30.97,Month-to-month,3,0
76.33,Month-to-month,1,0
40.32,Month-to-month,1,0
119.06,One year,2,0
41.48,Month-to-month,3,0
53.11,Two year,5,0
52.02,One year,3,0
120.05,Month-to-month,5,0
61.67,Month-to-month,3,0
84.82,Month-to-month,5,0
97.32,Month-to-month,4,1
76.93,Two year,2,0
71.96,Month-to-month,3,1
89.8,Month-to-month,2,1
41.94,Two year,4,0
86.79,One year,3,0
60.86,Month-to-month,5,1
97.21,Month-to-month,2,0
77.2,Month-to-month,1,0
24.44,Month-to-month,1,0
85.5,Month-to-month,3,0
63.6,Month-to-month,1,0
35.16,Month-to-month,1,0
113.45,Month-to-month,0,1
90.33,One year,6,1
39.17,One year,3,1
105.17,Month-to-month,2,0
40.42,One year,2,0
115.59,Month-to-month,1,0
45.42,Month-to-month,0,1
65.39,One year,1,1
62.2,Two year,1,1
27.74,Two year,1,0
36.12,Two year,3,0
82.74,One year,1,0
73.48,Two year,0,0
102.28,Month-to-month,0,0
79.64,One year,0,0
49.64,Month-to-month,0,1
115.95,Month-to-month,1,1
103.39,One year,4,1
47.68,Month-to-month,6,0
105.58,Month-to-month,1,0
129.08,Month-to-month,3,1
58.35,Month-to-month,1,0
62.65,Month-to-month,0,0
73.06,One year,3,0
52.01,Month-to-month,3,0
78.31,One year,2,0
27.45,Month-to-month,2,0
102.05,Month-to-month,2,0
75.91,One year,1,0
106.71,Month-to-month,0,1
61.5,Month-to-month,4,1
22.56,Two year,2,1
44.66,Month-to-month,3,0
24.79,Month-to-month,1,1
81.82,Two year,3,0
68.33,Month-to-month,1,0
127.86,Two year,0,0
80.21,Month-to-month,3,0
108.63,Month-to-month,2,0
79.29,One year,2,1
52.2,Two year,4,0
51.61,One year,7,1
56.82,Month-to-month,2,1
30.42,Month-to-month,3,0
103.97,Month-to-month,5,0
148.13,Month-to-month,3,0
160.12,Month-to-month,1,0
44.59,Two year,3,0
55.36,Two year,1,0
44.78,One year,2,0
24.2,One year,4,0
117.95,Two year,5,1
74.75,Month-to-month,3,0
21.79,Month-to-month,1,0
77.17,Month-to-month,3,0
53.78,Month-to-month,1,0
56.86,Month-to-month,2,0
59.43,One year,2,0
82.82,Month-to-month,3,0
65.16,One year,5,1
19.98,Two year,2,0
87.89,Month-to-month,3,0
19.16,Month-to-month,7,0
62.09,Month-to-month,0,1
59.0,Month-to-month,2,1
59.83,Two year,2,0
100.58,One year,3,0
96.75,Month-to-month,4,0
77.21,One year,3,0
88.74,Month-to-month,2,0
48.7,Month-to-month,1,0
65.07,Month-to-month,2,0
38.62,One year,3,0
73.62,One year,2,0
105.84,One year,1,1
108.66,Month-to-month,3,1
96.34,Month-to-month,1,0
102.63,Two year,4,1
31.39,One year,0,0
125.08,Month-to-month,4,1
77.77,One year,3,0
89.66,Month-to-month,2,0
70.64,Month-to-month,2,0
26.17,Two year,4,0
112.75,Month-to-month,2,1
36.94,Month-to-month,2,0
49.79,Two year,1,0
57.58,Month-to-month,1,0
67.87,Month-to-month,1,0
93.74,One year,4,1
87.34,Month-to-month,4,0
19.28,Month-to-month,3,0
64.7,Month-to-month,1,1
38.0,Month-to-month,2,0
51.58,Two year,3,1
40.46,Month-to-month,4,0
43.65,One year,4,0
102.5,Two year,0,0
56.14,One year,4,0
22.47,Month-to-month,2,1
95.44,Two year,2,0
101.95,Month-to-month,0,0
61.03,Month-to-month,2,0
92.75,Month-to-month,4,1
81.45,Month-to-month,3,1
16.83,Month-to-month,4,1
139.58,Two year,6,1
104.05,One year,3,1
66.67,One year,3,0
56.92,One year,1,0
101.24,One year,2,0
21.62,Month-to-month,0,0
91.67,One year,1,1
94.22,Month-to-month,1,0
92.82,Month-to-month,4,1
34.05,One year,1,0
32.33,One year,0,0
34.51,Two year,3,0
61.13,One year,2,0
66.49,Month-to-month,1,0
53.74,Two year,4,0
48.66,Two year,3,1
119.97,Month-to-month,2,0
79.26,One year,3,1
101.84,Two year,3,0
63.94,Month-to-month,2,0
86.67,Two year,2,0
107.51,One year,2,0
79.94,Month-to-month,1,0
59.17,Two year,2,0
42.13,Two year,1,0
10.28,One year,1,0
82.03,Two year,3,1
80.5,Month-to-month,2,1
101.88,One year,2,1
78.12,Month-to-month,5,0
59.44,One year,6,0
63.33,One year,3,0
48.92,Month-to-month,0,0
37.86,Month-to-month,2,0
93.97,Month-to-month,3,0
130.37,Two year,4,0
46.64,Month-to-month,0,0
122.65,Month-to-month,6,1
25.57,One year,1,1
88.39,Two year,1,0
89.5,Two year,2,0
106.63,One year,1,0
72.96,One year,2,0
74.92,Month-to-month,1,0
76.49,Month-to-month,1,1
111.04,Month-to-month,0,0
79.97,Two year,1,0
47.87,Month-to-month,4,0
71.76,One year,2,0
46.93,One year,2,1
118.06,Month-to-month,0,0
67.74,Month-to-month,2,0
103.96,Month-to-month,1,1
54.79,Month-to-month,2,0
80.12,Month-to-month,2,0
89.06,Month-to-month,1,0
41.42,Month-to-month,3,1
115.56,Month-to-month,2,0
105.08,Month-to-month,3,0
125.91,Month-to-month,1,0
35.79,One year,4,0
130.24,Month-to-month,6,1
60.81,Month-to-month,0,0
46.21,One year,2,0
101.98,Month-to-month,2,0
94.36,Month-to-month,3,0
54.63,One year,3,0
25.82,Month-to-month,3,0
43.65,One year,1,0
80.98,Month-to-month,5,1
102.96,Month-to-month,1,1
111.08,Month-to-month,0,1
100.02,Month-to-month,3,1
51.8,Two year,1,0
115.26,Two year,4,0
68.27,Month-to-month,0,0
94.91,Month-to-month,0,1
10.0,One year,1,1
105.17,Month-to-month,4,0
93.59,Two year,1,0
95.91,Month-to-month,2,0
62.2,Two year,5,0
68.49,One year,3,0
38.58,Month-to-month,0,0
89.03,Month-to-month,4,0
90.35,One year,3,0
22.91,Month-to-month,3,0
23.17,One year,2,0
40.58,One year,2,0
94.92,Month-to-month,1,1
121.68,One year,0,0
84.26,Month-to-month,1,1
56.56,Month-to-month,1,0
10.0,Month-to-month,0,0
92.97,Month-to-month,5,1
70.05,Month-to-month,1,0
87.07,One year,2,0
59.02,Two year,4,0
71.16,Two year,3,0
115.58,One year,2,1
105.41,One year,1,1
104.26,Month-to-month,3,0
10.0,Month-to-month,4,0
79.91,Month-to-month,4,0
73.4,Two year,1,0
108.14,Month-to-month,2,0
66.37,Two year,2,0
59.19,Month-to-month,1,0
122.95,Month-to-month,0,0
87.17,One year,6,0
50.56,Month-to-month,3,1
33.97,Month-to-month,6,0
86.53,Month-to-month,2,1
66.7,Month-to-month,5,0
76.14,Month-to-month,7,1
70.45,One year,2,0
76.11,Month-to-month,3,1
111.25,Two year,1,0
45.26,Month-to-month,7,1
70.96,Month-to-month,3,0
80.97,One year,2,0
97.5,Month-to-month,1,1
103.65,Month-to-month,2,0
57.4,Month-to-month,2,0
68.29,Month-to-month,8,0
108.88,Month-to-month,3,0
124.93,Two year,2,0
56.38,One year,3,0
49.93,Two year,2,0
57.83,Month-to-month,2,0
98.68,Two year,2,0
67.94,One year,0,0
118.83,Two year,1,0
93.97,Two year,1,0
107.22,Month-to-month,1,0
78.99,Month-to-month,2,0
24.31,Month-to-month,2,0
22.83,Month-to-month,1,0
87.57,Month-to-month,5,1
99.95,One year,0,0
59.63,One year,1,1
42.65,Month-to-month,1,1
41.46,Month-to-month,2,0
55.31,One year,3,1
80.28,Month-to-month,2,0
30.65,One year,2,0
10.0,Two year,4,1
18.31,One year,1,0
36.62,Month-to-month,1,0
110.8,Two year,3,1
63.16,Two year,2,0
24.52,Month-to-month,2,1
83.01,Two year,3,0
54.08,Month-to-month,2,0
96.25,Month-to-month,3,1
94.78,Month-to-month,2,0
68.59,One year,1,0
21.4,Month-to-month,1,0
65.79,Month-to-month,1,0
59.94,Month-to-month,2,0
27.23,Month-to-month,1,1
103.31,Month-to-month,1,1
63.89,Month-to-month,3,0
103.21,Month-to-month,1,0
61.88,Month-to-month,3,1
100.87,Month-to-month,1,0
85.27,Month-to-month,0,1
63.48,One year,2,0
81.34,Two year,2,0
103.56,Two year,0,0
58.53,Month-to-month,2,0
68.33,Month-to-month,7,1
54.08,One year,2,1
42.44,Month-to-month,1,1
99.36,Month-to-month,2,0
100.92,Month-to-month,6,0
105.3,Month-to-month,0,0
77.76,Month-to-month,5,1
75.69,One year,4,0
56.16,Two year,2,0
50.31,Month-to-month,2,0
99.68,Month-to-month,1,1
93.95,Month-to-month,3,0
10.0,One year,1,0
60.26,Month-to-month,1,0
36.27,Month-to-month,3,0
10.33,One year,3,1
67.59,Month-to-month,2,0
106.62,One year,3,0
71.41,One year,3,1
63.77,Month-to-month,1,1
78.07,Two year,2,1
82.73,Two year,5,1
107.53,Month-to-month,1,0
43.9,Month-to-month,0,0
80.15,One year,0,0
58.59,Month-to-month,0,1
31.56,Month-to-month,2,0
74.96,Month-to-month,6,0
53.14,Two year,1,0
115.98,One year,3,1
70.59,Two year,1,0
52.6,Month-to-month,4,0
108.21,Two year,6,0
129.98,Two year,1,0
98.57,Month-to-month,1,1
69.59,Month-to-month,3,0
34.5,Month-to-month,4,0
81.13,Month-to-month,2,0
70.62,One year,0,0
118.0,Month-to-month,3,1
130.49,Month-to-month,3,1
101.02,One year,2,0
85.6,One year,0,0
71.77,Month-to-month,0,1
115.08,Month-to-month,2,0
10.0,One year,0,0
69.4,One year,2,0
82.92,One year,6,0
40.43,One year,3,0
36.98,Month-to-month,3,1
104.5,Month-to-month,1,0
22.58,Month-to-month,3,0
82.35,Month-to-month,4,0
55.47,Month-to-month,1,0
48.45,One year,0,0
18.2,One year,1,0
60.57,One year,4,1
45.57,Two year,4,0
43.13,Month-to-month,0,0
60.13,One year,1,0
85.89,One year,0,0
76.35,Month-to-month,2,0
89.71,Month-to-month,0,0
75.76,Month-to-month,2,0
111.75,One year,5,1
23.99,Month-to-month,1,0
131.38,Month-to-month,2,1
78.91,Month-to-month,2,1
98.57,One year,2,0
77.88,Month-to-month,7,0
51.39,Month-to-month,3,0
57.62,Month-to-month,2,0
103.18,Month-to-month,2,0
67.2,Month-to-month,3,1
103.59,Two year,2,1
65.45,One year,1,0
92.84,One year,3,0
54.44,Month-to-month,0,0
10.0,Month-to-month,2,0
59.84,Month-to-month,0,0
59.21,Month-to-month,1,0
64.26,One year,0,0
30.29,Month-to-month,2,0
103.91,Two year,2,0
105.19,Month-to-month,0,0
129.92,One year,0,0
10.0,Month-to-month,1,0
27.47,Month-to-month,5,1
91.52,Month-to-month,1,0
37.18,Month-to-month,3,0
85.61,One year,4,1
46.16,Month-to-month,0,1
59.74,One year,1,0
78.02,Month-to-month,3,0
95.15,Month-to-month,2,1
70.08,Two year,1,0
66.02,Month-to-month,2,0
71.87,Two year,2,0
35.18,Two year,1,0
90.62,Month-to-month,1,0
82.55,Month-to-month,3,0
81.47,Month-to-month,1,0
32.98,One year,2,0
93.07,Month-to-month,2,0
58.12,Month-to-month,0,0
38.77,Month-to-month,1,0
84.36,Month-to-month,1,0
72.61,Month-to-month,3,0
79.75,Month-to-month,2,1
38.85,Month-to-month,2,0
68.33,Month-to-month,3,0
88.53,Month-to-month,0,0
86.58,Month-to-month,2,1
25.01,One year,3,0
102.53,Month-to-month,1,1
73.29,Month-to-month,4,1
48.31,Month-to-month,3,1
58.08,Month-to-month,1,1
10.0,One year,3,0
52.67,Two year,1,0
79.68,Month-to-month,0,1
65.86,Month-to-month,1,0
68.48,One year,4,1
81.84,Month-to-month,2,1
69.97,One year,1,0
57.27,Two year,1,1
128.96,One year,2,0
50.96,One year,1,0
72.25,One year,1,1
137.38,Month-to-month,5,1
90.96,One year,2,0
130.64,Month-to-month,0,0
55.91,Month-to-month,3,0
44.16,Two year,3,0
44.05,Month-to-month,2,0
78.53,Two year,1,0
147.45,Month-to-month,3,0
53.53,One year,3,0
77.22,One year,4,1
27.35,Month-to-month,3,0
94.45,Month-to-month,2,0
18.8,Month-to-month,7,0
61.49,One year,3,0
140.71,Month-to-month,0,0
51.3,Month-to-month,2,0
16.88,Two year,2,0
74.85,Month-to-month,3,1
86.32,Month-to-month,3,1
54.97,Month-to-month,1,0
73.37,Month-to-month,3,1
57.57,One year,7,1
51.1,Month-to-month,0,0
40.33,Two year,4,0
60.96,Two year,2,0
61.25,One year,0,0
44.49,Month-to-month,1,0
40.21,One year,0,0
12.47,One year,3,0
30.77,Month-to-month,2,0
103.72,Month-to-month,1,0
123.67,Month-to-month,1,1
36.57,Two year,2,0
40.0,One year,3,0
115.41,Two year,5,0
80.07,Two year,3,1
49.26,Month-to-month,1,0
93.26,Month-to-month,1,0
10.49,One year,1,0
70.25,One year,1,1
11.66,One year,1,0
150.85,Month-to-month,2,1
107.56,Month-to-month,4,1
68.75,One year,2,0
58.99,Month-to-month,3,0
70.41,One year,1,0
73.25,Month-to-month,5,0
64.12,Month-to-month,2,0
46.56,Two year,2,0
53.89,Month-to-month,4,0
89.86,One year,1,0
61.63,One year,0,0
80.66,One year,3,0
84.46,One year,0,1
47.82,Two year,5,0
73.73,Month-to-month,0,1
106.54,One year,1,0
80.38,Month-to-month,3,0
56.9,One year,4,0
57.07,Month-to-month,3,1
39.54,Month-to-month,3,0
92.28,Month-to-month,3,0
64.52,Two year,2,1
77.87,Month-to-month,0,1
72.04,Month-to-month,0,0
120.04,Two year,3,0
53.76,Month-to-month,1,1
67.66,One year,2,0
75.12,Month-to-month,5,0
94.09,Month-to-month,3,1
54.96,Two year,1,0
36.75,One year,3,0
29.69,Month-to-month,1,1
83.9,Two year,2,0
76.05,Month-to-month,3,1
86.82,Month-to-month,3,0
76.35,Month-to-month,1,1
90.25,One year,1,0
86.33,Month-to-month,3,0
79.87,One year,3,0
65.99,Month-to-month,2,0
74.06,Month-to-month,3,0
92.92,Two year,3,0
90.19,Two year,2,0
89.33,Month-to-month,0,0
72.32,Month-to-month,3,0
59.32,One year,3,0
100.16,Month-to-month,2,0
42.03,Month-to-month,3,1
88.16,One year,1,1
65.76,Month-to-month,5,1
69.1,Month-to-month,1,0
44.78,Month-to-month,2,0
88.54,Month-to-month,4,0
98.24,Month-to-month,2,0
10.0,One year,0,0
69.68,Month-to-month,1,0
31.08,Two year,2,0
35.1,Month-to-month,5,0
60.42,Month-to-month,1,0
50.88,Month-to-month,0,0
96.18,One year,2,1
125.38,Month-to-month,3,1
98.36,Two year,2,0
132.06,Two year,2,0
72.97,Two year,2,1
68.89,Month-to-month,2,0
35.27,Month-to-month,3,1
57.42,Month-to-month,1,0
18.12,Two year,3,0
93.32,Month-to-month,1,0
31.6,One year,2,0
55.4,One year,5,0
45.71,Month-to-month,3,0
78.37,Month-to-month,1,0
40.12,Month-to-month,2,0
40.12,Month-to-month,0,0
79.76,Month-to-month,0,0
35.35,Month-to-month,2,1
87.37,One year,1,1
95.35,One year,1,0
10.0,Month-to-month,5,0
133.58,Month-to-month,3,0
50.19,Month-to-month,0,0
76.5,Month-to-month,1,0
37.33,Month-to-month,4,0
85.97,Month-to-month,1,0
109.36,Month-to-month,2,1
59.29,Month-to-month,3,1
81.12,Month-to-month,2,0
96.78,Two year,1,1
59.87,Month-to-month,2,0
105.56,One year,3,1
37.78,Month-to-month,1,0
68.97,Two year,0,0
73.14,Two year,4,0
53.46,Month-to-month,2,0
102.63,Month-to-month,3,1
70.93,Month-to-month,1,0
113.88,Month-to-month,4,0
21.61,Month-to-month,3,0
52.53,Two year,2,0
35.07,Month-to-month,1,0
25.32,Month-to-month,2,0
115.4,Two year,3,0
105.4,One year,1,1
93.65,Month-to-month,2,1
65.36,One year,2,1
14.05,One year,4,0
62.09,One year,3,1
10.0,Month-to-month,3,0
76.29,Month-to-month,2,0
109.96,Month-to-month,0,1
109.99,One year,2,0
89.32,Month-to-month,3,0
10.0,Two year,2,0
100.5,One year,3,1
76.25,Two year,2,0
56.99,One year,2,1
61.05,One year,1,0
83.63,One year,1,1
82.27,Two year,2,0
51.69,One year,1,0
53.82,Month-to-month,0,0
73.5,Month-to-month,0,0
72.64,One year,3,0
55.98,Month-to-month,1,0
78.52,Month-to-month,4,0
93.81,One year,1,0
89.03,Month-to-month,1,0
80.12,Month-to-month,2,1
80.46,Month-to-month,0,0
63.51,One year,6,0
73.07,Month-to-month,3,1
37.52,One year,1,1
22.97,Month-to-month,2,0
100.15,Month-to-month,2,1
48.52,Month-to-month,2,0
30.93,One year,1,1
104.84,Month-to-month,5,1
40.33,One year,3,0
27.36,Month-to-month,0,0
94.43,Two year,5,1
55.31,Month-to-month,1,0
79.4,Month-to-month,2,0
49.68,Two year,4,0
58.81,Two year,2,1
82.12,Month-to-month,5,0
48.86,Month-to-month,2,0
48.66,Two year,4,0
49.57,Month-to-month,1,0
11.13,Month-to-month,3,1
90.73,Month-to-month,2,0
72.18,Month-to-month,3,0
87.73,Month-to-month,0,0
106.13,Month-to-month,5,1
31.96,Month-to-month,1,1
84.83,Two year,2,1
71.08,Month-to-month,1,0
101.3,One year,0,0
61.44,One year,1,0
54.1,One year,0,1
56.21,One year,1,1
62.45,Month-to-month,1,1
148.28,Month-to-month,0,1
61.91,Month-to-month,3,0
56.54,Month-to-month,1,1
100.75,Month-to-month,2,1
87.33,One year,3,0
74.59,Month-to-month,4,0
64.57,One year,2,0
17.44,Month-to-month,0,0
58.16,Month-to-month,1,0
55.35,Two year,2,0
57.01,One year,2,0
64.37,Month-to-month,2,0
60.65,Month-to-month,1,1
56.63,Month-to-month,0,0
53.19,One year,2,1
109.8,One year,4,0
36.14,Month-to-month,1,0
134.32,Month-to-month,1,0
30.62,Month-to-month,0,0
30.74,One year,3,0
38.48,One year,3,1
53.69,Two year,0,0
86.72,One year,2,0
77.1,One year,2,1
50.55,Month-to-month,3,0
81.53,One year,3,0
166.98,Month-to-month,0,1
41.28,Month-to-month,3,0
39.15,One year,3,1
91.8,Month-to-month,2,0
119.19,Month-to-month,4,0
46.95,Month-to-month,2,0
68.61,Month-to-month,1,0
32.01,Month-to-month,2,0
41.42,One year,2,0
80.81,Month-to-month,5,0
14.12,Month-to-month,1,0
67.16,One year,2,1
48.25,Month-to-month,1,1
50.07,One year,5,1
10.0,Month-to-month,3,0
95.81,One year,1,0
140.23,Month-to-month,1,0
60.63,One year,2,1
15.53,Month-to-month,2,0
105.19,Month-to-month,0,0
62.61,Two year,2,0
41.81,One year,3,0
80.85,One year,5,1
57.9,One year,1,0
65.7,One year,0,1
89.11,Month-to-month,2,0
87.67,One year,1,1
36.57,One year,1,0
27.67,Month-to-month,1,0
106.38,Month-to-month,1,0
97.51,Month-to-month,1,0
27.75,Month-to-month,2,0
96.28,Month-to-month,1,0
81.75,One year,2,1
56.26,Month-to-month,0,0
35.48,One year,2,0
70.43,Month-to-month,3,0
80.21,Two year,4,0
74.43,Month-to-month,2,0
69.83,Month-to-month,2,0
115.75,One year,2,1
66.32,Month-to-month,1,1
30.64,Month-to-month,2,1
44.24,Month-to-month,3,1
86.67,Month-to-month,2,0
38.5,Month-to-month,1,1
103.13,Two year,3,0
51.44,One year,2,0
73.14,Two year,2,1
95.38,Month-to-month,2,0
65.67,Two year,1,0
15.31,Month-to-month,0,0
45.65,Month-to-month,1,0
61.84,Two year,2,0
54.03,One year,5,0
45.68,One year,1,0
76.55,Month-to-month,0,0
47.64,One year,3,1
90.18,One year,1,0
64.71,Month-to-month,4,1
78.08,Month-to-month,3,0
73.76,One year,1,0
46.5,Month-to-month,1,0
65.85,One year,1,0
120.51,Two year,1,1
53.44,Month-to-month,0,0
52.04,Month-to-month,1,0
97.69,Two year,2,0
90.75,Month-to-month,5,1
64.86,Month-to-month,2,1
30.65,Month-to-month,0,0
89.65,Two year,0,0
29.03,One year,0,0
10.92,Month-to-month,1,0
112.89,Month-to-month,1,0
85.95,Month-to-month,4,0
49.37,One year,5,1
40.42,Month-to-month,1,0
106.15,Two year,2,0
99.15,Month-to-month,3,1
96.76,One year,2,1
122.42,One year,1,1
47.17,One year,1,0
52.04,Two year,1,0
103.78,Month-to-month,3,1
128.29,Month-to-month,3,1
114.43,Month-to-month,4,0
70.06,Two year,2,0
32.15,Month-to-month,3,0
100.61,Month-to-month,2,0
27.81,Month-to-month,5,0
71.0,Two year,1,0
74.09,Two year,1,0
73.22,Two year,2,0
61.07,Month-to-month,1,1
32.14,Month-to-month,2,0
70.71,Two year,2,0
96.7,One year,5,0
54.5,Month-to-month,2,0
77.96,Month-to-month,2,0
80.19,Month-to-month,4,1
111.06,Month-to-month,1,0
38.94,Month-to-month,2,1
138.63,One year,0,0
51.24,One year,2,0
132.61,Two year,5,1
66.26,Month-to-month,3,0
69.39,Month-to-month,1,0
89.27,Month-to-month,4,1
90.42,Two year,4,0
15.21,One year,5,0
115.08,Month-to-month,1,0
36.68,One year,3,0
104.83,Month-to-month,1,0
87.54,Month-to-month,4,0
61.95,One year,3,1
39.83,Month-to-month,4,1
116.11,Two year,2,0
88.94,Month-to-month,1,0
64.72,Month-to-month,0,0
49.12,One year,1,1
89.51,One year,1,0
45.65,Month-to-month,2,0
65.22,Month-to-month,2,0
46.39,Month-to-month,2,0
93.79,Month-to-month,1,0
97.05,Month-to-month,2,0
115.22,One year,3,0
93.99,One year,3,0
63.03,Two year,4,1
42.88,One year,2,0
39.08,One year,3,1
10.0,One year,2,0
58.18,Month-to-month,2,0
38.62,Month-to-month,2,0
12.23,Month-to-month,2,1
95.86,One year,1,0
116.54,Month-to-month,1,0
36.12,Month-to-month,3,1
29.55,Month-to-month,4,1
54.29,Month-to-month,1,0
86.27,One year,1,0
73.8,One year,2,0
89.13,One year,1,0
75.07,One year,2,1
46.05,Month-to-month,1,0
35.44,Month-to-month,2,0
10.0,One year,2,0
49.26,Month-to-month,2,0
84.67,Month-to-month,0,1
22.17,Two year,1,0
91.71,Two year,1,0
86.83,Two year,4,0
102.63,Month-to-month,2,0
108.08,Month-to-month,5,0
113.7,Month-to-month,4,1
83.97,Two year,2,0
87.2,Month-to-month,4,0
40.76,Month-to-month,1,0
94.92,One year,3,1
58.82,Two year,0,0
36.65,One year,3,1
84.79,Month-to-month,1,0
32.22,Month-to-month,1,0
14.99,Month-to-month,1,0
104.12,Two year,1,0
88.64,Month-to-month,2,0
47.91,Month-to-month,1,1
54.01,Month-to-month,1,0
48.01,Month-to-month,1,0
75.22,Month-to-month,1,0
36.48,Month-to-month,3,1
99.91,One year,4,0
42.23,One year,2,0
95.61,Month-to-month,2,1
53.82,Month-to-month,2,0
82.26,One year,4,0
72.33,Month-to-month,2,0
104.56,Month-to-month,3,0
26.69,One year,3,1
83.13,Month-to-month,2,0
94.71,One year,1,0
122.74,One year,1,0
94.18,Month-to-month,4,1
88.22,Month-to-month,1,1
59.57,Month-to-month,2,0
65.35,Month-to-month,2,1
42.59,Month-to-month,3,0
78.43,Two year,3,1
28.38,Month-to-month,2,0
115.73,Month-to-month,1,0
76.06,Month-to-month,3,0
33.68,Two year,0,0
86.33,Two year,3,0
23.67,Month-to-month,3,0
62.2,One year,1,1
48.91,One year,1,0
99.7,Two year,0,0
57.16,Month-to-month,5,0
48.55,Month-to-month,6,0
105.12,Month-to-month,1,0
56.79,Month-to-month,0,0
99.14,Month-to-month,0,0
50.78,One year,3,1
106.97,Two year,0,0
56.12,One year,1,0
91.95,Month-to-month,4,0
108.5,One year,2,0
75.9,Month-to-month,3,1
69.81,Month-to-month,5,0
73.33,Month-to-month,0,0
129.82,Month-to-month,2,0
162.97,Month-to-month,3,1
10.0,One year,1,0
47.65,Month-to-month,1,0
79.37,Month-to-month,2,0
95.53,One year,1,0
71.3,Month-to-month,3,0
111.82,Month-to-month,1,0
72.63,Month-to-month,4,1
43.18,Two year,1,0
50.46,Month-to-month,2,0
69.06,Month-to-month,0,0
52.83,Month-to-month,2,0
118.88,Month-to-month,2,0
18.94,Month-to-month,5,1
30.35,Month-to-month,2,0
78.38,Month-to-month,2,1
95.5,One year,2,0
75.92,One year,0,1
47.58,Month-to-month,2,0
55.34,One year,2,0
104.73,Month-to-month,2,0
24.6,One year,1,0
181.22,Month-to-month,6,0
46.98,One year,0,0
42.3,Month-to-month,2,0
60.19,Month-to-month,3,0
39.25,One year,2,0
80.31,Two year,0,0
50.96,Month-to-month,3,0
73.11,Month-to-month,2,0
73.41,Two year,1,0
50.9,Month-to-month,0,0
65.24,Month-to-month,2,0
57.57,Two year,3,1
80.81,Month-to-month,3,1
106.33,Two year,3,0
112.0,Month-to-month,2,1
34.88,Month-to-month,1,0
10.0,One year,0,0
97.81,Month-to-month,2,1
108.57,One year,0,0
48.7,One year,0,0
103.18,Month-to-month,2,0
46.08,Month-to-month,4,0
61.69,Two year,1,0
44.2,Two year,0,0
77.18,Month-to-month,1,0
85.31,Month-to-month,2,0
40.35,Two year,4,0
97.97,Month-to-month,1,0
86.2,Two year,3,0
108.27,Month-to-month,2,1
46.37,Month-to-month,2,0
52.24,Two year,4,0
97.11,Month-to-month,1,1
10.0,Month-to-month,1,0
10.0,Month-to-month,3,0
73.42,Month-to-month,1,0
65.37,Month-to-month,3,0
56.28,Month-to-month,2,0
59.84,Month-to-month,2,1
32.85,Month-to-month,2,0
66.38,Month-to-month,4,0
100.05,Month-to-month,2,0
110.57,Month-to-month,2,0
71.91,Two year,2,0
46.52,Month-to-month,2,1
51.89,Month-to-month,5,0
24.18,Two year,4,0
92.83,Month-to-month,1,0
70.6,Month-to-month,2,1
72.79,Month-to-month,2,0
26.25,One year,3,0
74.88,One year,5,0
94.59,One year,0,0
41.2,Month-to-month,5,0
73.0,Two year,4,0
